name,team,age,gp,g,fgfreq,fgm,fga,fgp,efgp,2fgfreq,2fgm,2fga,2fgp,3pfreq,3pm,3pa,3pp
DeMar DeRozan,TOR ,28,8,8,100%,13,34,38.2,38.2,85.30%,13,29,44.8,14.70%,0,5,0
Paul George,OKC ,28,6,6,100%,11,34,32.4,38.2,50.00%,7,17,41.2,50.00%,4,17,23.5
Victor Oladipo,IND ,26,7,6,100%,14,32,43.8,51.6,43.80%,9,14,64.3,56.30%,5,18,27.8
Shaun Livingston,GSW ,32,17,15,100%,14,30,46.7,46.7,100%,14,30,46.7,0.00%,0,0,-
Kevin Love,CLE ,29,13,9,100%,11,30,36.7,46.7,50.00%,5,15,33.3,50.00%,6,15,40
Jeff Green,CLE ,31,18,14,100%,17,29,58.6,74.1,44.80%,8,13,61.5,55.20%,9,16,56.3
Giannis Antetokounmpo,MIL ,23,7,6,100%,16,29,55.2,55.2,86.20%,16,25,64,13.80%,0,4,0
Gerald Green,HOU ,32,15,12,100%,11,29,37.9,48.3,34.50%,5,10,50,65.50%,6,19,31.6
John Wall,WAS ,27,6,6,100%,10,29,34.5,34.5,86.20%,10,25,40,13.80%,0,4,0
Domantas Sabonis,IND ,22,7,7,100%,17,28,60.7,62.5,85.70%,16,24,66.7,14.30%,1,4,25
Joel Embiid,PHI ,24,8,8,100%,14,28,50,55.4,75.00%,11,21,52.4,25.00%,3,7,42.9
Kyle Lowry,TOR ,32,9,9,100%,13,27,48.1,53.7,55.60%,10,15,66.7,44.40%,3,12,25
Rodney Hood,CLE ,25,12,9,100%,12,27,44.4,48.1,70.40%,10,19,52.6,29.60%,2,8,25
Clint Capela,HOU ,24,16,12,100%,20,26,76.9,76.9,100%,20,26,76.9,0.00%,0,0,-
Khris Middleton,MIL ,26,7,6,100%,20,26,76.9,101.9,38.50%,7,10,70,61.50%,13,16,81.3
Delon Wright,TOR ,26,10,8,100%,16,26,61.5,69.2,80.80%,12,21,57.1,19.20%,4,5,80
Ben Simmons,PHI ,21,10,9,100%,14,25,56,56,100%,14,25,56,0.00%,0,0,-
Joe Ingles,UTA ,30,11,10,100%,12,25,48,60,48.00%,6,12,50,52.00%,6,13,46.2
Dwyane Wade,MIA ,36,5,5,100%,9,25,36,36,92.00%,9,23,39.1,8.00%,0,2,0
Ian Clark,NOP ,27,7,7,100%,12,24,50,54.2,58.30%,10,14,71.4,41.70%,2,10,20
Bradley Beal,WAS ,24,6,6,100%,7,24,29.2,37.5,37.50%,3,9,33.3,62.50%,4,15,26.7
CJ McCollum,POR ,26,4,4,100%,13,23,56.5,65.2,65.20%,9,15,60,34.80%,4,8,50
Eric Bledsoe,MIL ,28,7,7,100%,11,21,52.4,59.5,57.10%,8,12,66.7,42.90%,3,9,33.3
Rajon Rondo,NOP ,32,8,7,100%,10,21,47.6,54.8,81.00%,7,17,41.2,19.00%,3,4,75
Robert Covington,PHI ,27,10,8,100%,8,20,40,55,35.00%,2,7,28.6,65.00%,6,13,46.2
Ricky Rubio,UTA ,27,5,5,100%,7,20,35,42.5,55.00%,4,11,36.4,45.00%,3,9,33.3
Trevor Ariza,HOU ,32,17,13,100%,5,20,25,32.5,20.00%,2,4,50,80.00%,3,16,18.8
Rudy Gobert,UTA ,25,11,9,100%,15,19,78.9,78.9,100%,15,19,78.9,0.00%,0,0,-
Jamal Crawford,MIN ,38,5,5,100%,12,19,63.2,71.1,63.20%,9,12,75,36.80%,3,7,42.9
Alec Burks,UTA ,26,8,8,100%,11,19,57.9,71.1,47.40%,6,9,66.7,52.60%,5,10,50
Bojan Bogdanovic,IND ,29,7,7,100%,10,19,52.6,71.1,26.30%,3,5,60,73.70%,7,14,50
Jerami Grant,OKC ,24,6,6,100%,9,18,50,52.8,66.70%,8,12,66.7,33.30%,1,6,16.7
Jae Crowder,UTA ,27,10,7,100%,8,18,44.4,55.6,27.80%,4,5,80,72.20%,4,13,30.8
Kelly Oubre Jr.,WAS ,22,6,5,100%,8,18,44.4,50,55.60%,6,10,60,44.40%,2,8,25
JR Smith,CLE ,32,14,12,100%,7,18,38.9,47.2,38.90%,4,7,57.1,61.10%,3,11,27.3
Nick Young,GSW ,32,14,11,100%,4,18,22.2,33.3,11.10%,0,2,0,88.90%,4,16,25
Marco Belinelli,PHI ,32,8,7,100%,8,17,47.1,50,70.60%,7,12,58.3,29.40%,1,5,20
PJ Tucker,HOU ,33,17,12,100%,8,17,47.1,67.6,29.40%,1,5,20,70.60%,7,12,58.3
CJ Miles,TOR ,31,8,8,100%,8,17,47.1,64.7,23.50%,2,4,50,76.50%,6,13,46.2
Derrick Rose,MIN ,29,5,4,100%,8,17,47.1,55.9,70.60%,5,12,41.7,29.40%,3,5,60
LaMarcus Aldridge,SAS ,32,4,4,100%,11,16,68.8,71.9,93.80%,10,15,66.7,6.30%,1,1,100
Jonas Valanciunas,TOR ,26,5,4,100%,7,16,43.8,43.8,100%,7,16,43.8,0.00%,0,0,-
Jakob Poeltl,TOR ,22,9,7,100%,5,16,31.3,31.3,93.80%,5,15,33.3,6.30%,0,1,0
Greg Monroe,BOS ,27,8,8,100%,11,15,73.3,73.3,100%,11,15,73.3,0.00%,0,0,-
E'Twaun Moore,NOP ,29,8,6,100%,9,15,60,63.3,86.70%,8,13,61.5,13.30%,1,2,50
Pascal Siakam,TOR ,24,10,8,100%,9,15,60,60,93.30%,9,14,64.3,6.70%,0,1,0
Kevon Looney,GSW ,22,15,9,100%,8,15,53.3,53.3,86.70%,8,13,61.5,13.30%,0,2,0
Lance Stephenson,IND ,27,7,6,100%,5,15,33.3,33.3,60.00%,5,9,55.6,40.00%,0,6,0
Goran Dragic,MIA ,32,5,5,100%,4,15,26.7,30,60.00%,3,9,33.3,40.00%,1,6,16.7
Kyle Korver,CLE ,37,14,9,100%,9,14,64.3,96.4,0.00%,0,0,-,100%,9,14,64.3
George Hill,CLE ,32,11,7,100%,7,14,50,50,57.10%,7,8,87.5,42.90%,0,6,0
Nikola Mirotic,NOP ,27,8,6,100%,7,14,50,60.7,42.90%,4,6,66.7,57.10%,3,8,37.5
Ersan Ilyasova,PHI ,31,10,8,100%,7,14,50,57.1,57.10%,5,8,62.5,42.90%,2,6,33.3
Joe Johnson,HOU ,36,6,6,100%,5,14,35.7,35.7,85.70%,5,12,41.7,14.30%,0,2,0
Abdel Nader,BOS ,24,11,4,100%,5,14,35.7,35.7,71.40%,5,10,50,28.60%,0,4,0
Cory Joseph,IND ,26,7,7,100%,3,14,21.4,25,78.60%,2,11,18.2,21.40%,1,3,33.3
Larry Nance Jr.,CLE ,25,16,7,100%,13,13,100,100,100%,13,13,100,0.00%,0,0,-
Steven Adams,OKC ,24,6,5,100%,9,13,69.2,69.2,100%,9,13,69.2,0.00%,0,0,-
Jordan Crawford,NOP ,29,2,2,100%,8,13,61.5,73.1,38.50%,5,5,100,61.50%,3,8,37.5
Thaddeus Young,IND ,29,7,6,100%,8,13,61.5,61.5,92.30%,8,12,66.7,7.70%,0,1,0
Damian Lillard,POR ,27,4,3,100%,5,13,38.5,46.2,69.20%,3,9,33.3,30.80%,2,4,50
Shane Larkin,BOS ,25,10,5,100%,5,13,38.5,46.2,53.80%,3,7,42.9,46.20%,2,6,33.3
Bryn Forbes,SAS ,24,4,4,100%,5,13,38.5,46.2,46.20%,3,6,50,53.80%,2,7,28.6
Royce O'Neale,UTA ,24,10,8,100%,7,12,58.3,66.7,58.30%,5,7,71.4,41.70%,2,5,40
Nemanja Bjelica,MIN ,30,4,2,100%,6,12,50,66.7,50.00%,2,6,33.3,50.00%,4,6,66.7
Kelly Olynyk,MIA ,27,4,4,100%,7,11,63.6,72.7,63.60%,5,7,71.4,36.40%,2,4,50
Patty Mills,SAS ,29,4,3,100%,7,11,63.6,63.6,81.80%,7,9,77.8,18.20%,0,2,0
Jabari Parker,MIL ,23,6,6,100%,5,11,45.5,45.5,63.60%,5,7,71.4,36.40%,0,4,0
Josh Richardson,MIA ,24,4,4,100%,5,11,45.5,54.5,54.50%,3,6,50,45.50%,2,5,40
Semi Ojeleye,BOS ,23,13,5,100%,3,11,27.3,31.8,27.30%,2,3,66.7,72.70%,1,8,12.5
Raymond Felton,OKC ,33,5,5,100%,6,10,60,80,30.00%,2,3,66.7,70.00%,4,7,57.1
Jusuf Nurkic,POR ,23,3,3,100%,6,10,60,60,100%,6,10,60,0.00%,0,0,-
Mike Scott,WAS ,29,6,5,100%,6,10,60,75,60.00%,3,6,50,40.00%,3,4,75
Andre Iguodala,GSW ,34,10,7,100%,5,10,50,55,50.00%,4,5,80,50.00%,1,5,20
Cedi Osman,CLE ,23,10,5,100%,3,10,30,35,50.00%,2,5,40,50.00%,1,5,20
Lorenzo Brown,TOR ,27,4,4,100%,3,10,30,40,50.00%,1,5,20,50.00%,2,5,40
Fred VanVleet,TOR ,24,5,5,100%,3,10,30,40,20.00%,1,2,50,80.00%,2,8,25
Jeff Teague,MIN ,29,3,3,100%,7,9,77.8,88.9,77.80%,5,7,71.4,22.20%,2,2,100
Dante Exum,UTA ,22,7,4,100%,6,9,66.7,72.2,77.80%,5,7,71.4,22.20%,1,2,50
Alex Abrines,OKC ,24,6,5,100%,5,9,55.6,77.8,33.30%,1,3,33.3,66.70%,4,6,66.7
Tristan Thompson,CLE ,27,11,7,100%,5,9,55.6,55.6,100%,5,9,55.6,0.00%,0,0,-
Jimmy Butler,MIN ,28,3,3,100%,4,9,44.4,55.6,66.70%,2,6,33.3,33.30%,2,3,66.7
Darius Miller,NOP ,28,7,4,100%,4,9,44.4,61.1,22.20%,1,2,50,77.80%,3,7,42.9
Luc Mbah a Moute,HOU ,31,9,6,100%,3,9,33.3,38.9,22.20%,2,2,100,77.80%,1,7,14.3
Carmelo Anthony,OKC ,33,6,4,100%,1,9,11.1,16.7,33.30%,0,3,0,66.70%,1,6,16.7
T.J. McConnell,PHI ,26,9,5,100%,7,8,87.5,87.5,100%,7,8,87.5,0.00%,0,0,-
Darren Collison,IND ,30,5,3,100%,6,8,75,87.5,50.00%,4,4,100,50.00%,2,4,50
Malcolm Brogdon,MIL ,25,5,3,100%,6,8,75,93.8,62.50%,3,5,60,37.50%,3,3,100
James Johnson,MIA ,31,5,4,100%,6,8,75,87.5,75.00%,4,6,66.7,25.00%,2,2,100
Markieff Morris,WAS ,28,5,4,100%,5,8,62.5,62.5,100%,5,8,62.5,0.00%,0,0,-
Andrew Wiggins,MIN ,23,3,3,100%,4,8,50,62.5,62.50%,2,5,40,37.50%,2,3,66.7
David West,GSW ,37,10,5,100%,4,8,50,50,100%,4,8,50,0.00%,0,0,-
Norman Powell,TOR ,25,5,4,100%,3,8,37.5,37.5,50.00%,3,4,75,50.00%,0,4,0
Aron Baynes,BOS ,31,16,7,100%,3,8,37.5,37.5,100%,3,8,37.5,0.00%,0,0,-
Davis Bertans,SAS ,25,4,4,100%,2,8,25,37.5,12.50%,0,1,0,87.50%,2,7,28.6
Gorgui Dieng,MIN ,28,5,4,100%,2,8,25,25,87.50%,2,7,28.6,12.50%,0,1,0
Rudy Gay,SAS ,31,4,3,100%,2,8,25,25,62.50%,2,5,40,37.50%,0,3,0
Karl-Anthony Towns,MIN ,22,4,4,100%,6,7,85.7,85.7,100%,6,7,85.7,0.00%,0,0,-
Al-Farouq Aminu,POR ,27,3,2,100%,5,7,71.4,78.6,57.10%,4,4,100,42.90%,1,3,33.3
Manu Ginobili,SAS ,40,4,4,100%,4,7,57.1,71.4,57.10%,2,4,50,42.90%,2,3,66.7
JaVale McGee,GSW ,30,3,3,100%,4,7,57.1,57.1,85.70%,4,6,66.7,14.30%,0,1,0
Thon Maker,MIL ,21,6,4,100%,4,7,57.1,78.6,14.30%,1,1,100,85.70%,3,6,50
Dejounte Murray,SAS ,21,4,4,100%,4,7,57.1,57.1,85.70%,4,6,66.7,14.30%,0,1,0
Ryan Anderson,HOU ,30,7,5,100%,4,7,57.1,78.6,28.60%,1,2,50,71.40%,3,5,60
Zach Collins,POR ,20,4,2,100%,3,7,42.9,42.9,57.10%,3,4,75,42.90%,0,3,0
Ty Lawson,WAS ,30,5,4,100%,3,7,42.9,50,85.70%,2,6,33.3,14.30%,1,1,100
Kyle Anderson,SAS ,24,4,3,100%,6,6,100,100,100%,6,6,100,0.00%,0,0,-
Raul Neto,UTA ,26,7,3,100%,4,6,66.7,75,83.30%,3,5,60,16.70%,1,1,100
OG Anunoby,TOR ,20,3,2,100%,4,6,66.7,91.7,33.30%,1,2,50,66.70%,3,4,75
Serge Ibaka,TOR ,28,6,5,100%,3,6,50,58.3,33.30%,2,2,100,66.70%,1,4,25
Jordan Bell,GSW ,23,11,5,100%,2,6,33.3,33.3,100%,2,6,33.3,0.00%,0,0,-
Ante Zizic,CLE ,21,5,4,100%,2,6,33.3,33.3,100%,2,6,33.3,0.00%,0,0,-
Justise Winslow,MIA ,22,5,4,100%,2,6,33.3,33.3,66.70%,2,4,50,33.30%,0,2,0
Myles Turner,IND ,22,6,4,100%,2,6,33.3,33.3,50.00%,2,3,66.7,50.00%,0,3,0
Cheick Diallo,NOP ,21,6,4,100%,2,6,33.3,33.3,100%,2,6,33.3,0.00%,0,0,-
Derrick Favors,UTA ,26,9,4,100%,4,5,80,80,100%,4,5,80,0.00%,0,0,-
Sterling Brown,MIL ,23,2,2,100%,3,5,60,70,40.00%,2,2,100,60.00%,1,3,33.3
Shabazz Muhammad,MIL ,25,3,3,100%,2,5,40,50,60.00%,1,3,33.3,40.00%,1,2,50
Derrick White,SAS ,23,3,1,100%,2,5,40,50,60.00%,1,3,33.3,40.00%,1,2,50
Wayne Ellington,MIA ,30,5,3,100%,2,5,40,60,20.00%,0,1,0,80.00%,2,4,50
Guerschon Yabusele,BOS ,22,11,4,100%,1,5,20,20,40.00%,1,2,50,60.00%,0,3,0
Meyers Leonard,POR ,26,2,1,100%,4,4,100,100,100%,4,4,100,0.00%,0,0,-
Zaza Pachulia,GSW ,34,5,2,100%,3,4,75,75,100%,3,4,75,0.00%,0,0,-
Marcin Gortat,WAS ,34,4,3,100%,3,4,75,75,100%,3,4,75,0.00%,0,0,-
Jonas Jerebko,UTA ,31,6,2,100%,3,4,75,75,100%,3,4,75,0.00%,0,0,-
Trevor Booker,IND ,30,6,4,100%,3,4,75,75,100%,3,4,75,0.00%,0,0,-
Tyler Johnson,MIA ,26,2,2,100%,2,4,50,75,0.00%,0,0,-,100%,2,4,50
Aaron Jackson,HOU ,32,7,2,100%,2,4,50,50,50.00%,2,2,100,50.00%,0,2,0
Otto Porter Jr.,WAS ,24,5,3,100%,1,4,25,37.5,0.00%,0,0,-,100%,1,4,25
Jose Calderon,CLE ,36,7,3,100%,1,4,25,25,25.00%,1,1,100,75.00%,0,3,0
Jake Layman,POR ,24,1,1,100%,3,3,100,100,100%,3,3,100,0.00%,0,0,-
Aaron Brooks,MIN ,33,2,2,100%,2,3,66.7,66.7,66.70%,2,2,100,33.30%,0,1,0
Hassan Whiteside,MIA ,28,2,2,100%,2,3,66.7,66.7,100%,2,3,66.7,0.00%,0,0,-
Pat Connaughton,POR ,25,3,2,100%,2,3,66.7,83.3,33.30%,1,1,100,66.70%,1,2,50
Shabazz Napier,POR ,26,2,1,100%,2,3,66.7,66.7,66.70%,2,2,100,33.30%,0,1,0
Evan Turner,POR ,29,2,2,100%,2,3,66.7,66.7,66.70%,2,2,100,33.30%,0,1,0
Tarik Black,HOU ,26,7,2,100%,1,3,33.3,33.3,100%,1,3,33.3,0.00%,0,0,-
David Stockton,UTA ,26,2,1,100%,1,3,33.3,33.3,66.70%,1,2,50,33.30%,0,1,0
Tony Snell,MIL ,26,4,2,100%,1,3,33.3,50,0.00%,0,0,-,100%,1,3,33.3
Jason Terry,MIL ,40,2,1,100%,1,3,33.3,50,0.00%,0,0,-,100%,1,3,33.3
John Henson,MIL ,27,2,1,100%,2,2,100,100,100%,2,2,100,0.00%,0,0,-
Maurice Harkless,POR ,25,1,1,100%,2,2,100,125,50.00%,1,1,100,50.00%,1,1,100
Bam Adebayo,MIA ,20,4,1,100%,2,2,100,100,100%,2,2,100,0.00%,0,0,-
Pau Gasol,SAS ,37,5,1,100%,2,2,100,100,100%,2,2,100,0.00%,0,0,-
Nene,HOU ,35,5,1,100%,2,2,100,100,100%,2,2,100,0.00%,0,0,-
Ed Davis,POR ,28,3,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Damian Jones,GSW ,22,4,2,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Rodney McGruder,MIA ,26,2,1,100%,1,2,50,50,50.00%,1,1,100,50.00%,0,1,0
Justin Anderson,PHI ,24,4,2,100%,1,2,50,50,50.00%,1,1,100,50.00%,0,1,0
Tony Bradley,UTA ,20,1,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Patrick McCaw,GSW ,22,1,1,100%,1,2,50,50,50.00%,1,1,100,50.00%,0,1,0
Tony Parker,SAS ,36,4,2,100%,0,2,0,0,50.00%,0,1,0,50.00%,0,1,0
Caleb Swanigan,POR ,21,1,1,100%,0,2,0,0,50.00%,0,1,0,50.00%,0,1,0
Tomas Satoransky,WAS ,26,5,2,100%,0,2,0,0,100%,0,2,0,0.00%,0,0,-
Patrick Patterson,OKC ,29,5,2,100%,0,2,0,0,50.00%,0,1,0,50.00%,0,1,0
Brandon Jennings,MIL ,28,1,1,100%,0,2,0,0,0.00%,0,0,-,100%,0,2,0
Joffrey Lauvergne,SAS ,26,1,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Ian Mahinmi,WAS ,31,2,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Corey Brewer,OKC ,32,5,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Zhou Qi,HOU ,22,3,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Danny Green,SAS ,30,2,1,100%,1,1,100,150,0.00%,0,0,-,100%,1,1,100
Glenn Robinson III,IND ,24,1,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Josh Huestis,OKC ,26,3,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Terrance Ferguson,OKC ,20,2,1,100%,1,1,100,150,0.00%,0,0,-,100%,1,1,100
Furkan Korkmaz,PHI ,20,1,1,100%,1,1,100,150,0.00%,0,0,-,100%,1,1,100
Markelle Fultz,PHI ,20,1,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
Luke Babbitt,MIA ,28,2,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
Solomon Hill,NOP ,27,6,1,100%,0,1,0,0,0.00%,0,0,-,100%,0,1,0
Taj Gibson,MIN ,32,1,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
Emeka Okafor,NOP ,35,1,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
Richaun Holmes,PHI ,24,2,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
Wade Baldwin IV,POR ,22,1,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
Marcus Georges-Hunt,MIN ,24,2,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
Tyus Jones,MIN ,22,3,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
Amir Johnson,PHI ,31,1,1,100%,0,1,0,0,100%,0,1,0,0.00%,0,0,-
