name,team,age,gp,g,fgfreq,fgm,fga,fgp,efgp,2fgfreq,2fgm,2fga,2fgp,3pfreq,3pm,3pa,3pp
Josh Richardson,MIA ,24,5,5,100%,6,12,50,58.3,50.00%,4,6,66.7,50.00%,2,6,33.3
Markieff Morris,WAS ,28,6,5,100%,4,12,33.3,37.5,50.00%,3,6,50,50.00%,1,6,16.7
Marcin Gortat,WAS ,34,6,5,100%,9,11,81.8,81.8,100%,9,11,81.8,0.00%,0,0,-
JaVale McGee,GSW ,30,6,5,100%,6,11,54.5,54.5,100%,6,11,54.5,0.00%,0,0,-
OG Anunoby,TOR ,20,10,7,100%,5,11,45.5,54.5,27.30%,3,3,100,72.70%,2,8,25
Royce O'Neale,UTA ,24,11,6,100%,5,10,50,60,40.00%,3,4,75,60.00%,2,6,33.3
Kelly Olynyk,MIA ,27,5,4,100%,5,10,50,60,40.00%,3,4,75,60.00%,2,6,33.3
Justise Winslow,MIA ,22,5,4,100%,2,10,20,25,60.00%,1,6,16.7,40.00%,1,4,25
Shane Larkin,BOS ,25,9,6,100%,6,9,66.7,77.8,44.40%,4,4,100,55.60%,2,5,40
Dwyane Wade,MIA ,36,5,5,100%,5,9,55.6,55.6,88.90%,5,8,62.5,11.10%,0,1,0
Tony Parker,SAS ,36,4,3,100%,4,9,44.4,44.4,77.80%,4,7,57.1,22.20%,0,2,0
Danny Green,SAS ,30,5,5,100%,3,9,33.3,44.4,22.20%,1,2,50,77.80%,2,7,28.6
Delon Wright,TOR ,26,10,6,100%,2,9,22.2,22.2,22.20%,2,2,100,77.80%,0,7,0
Jordan Clarkson,CLE ,25,11,6,100%,1,9,11.1,11.1,33.30%,1,3,33.3,66.70%,0,6,0
Steven Adams,OKC ,24,6,5,100%,6,8,75,75,100%,6,8,75,0.00%,0,0,-
Pascal Siakam,TOR ,24,9,5,100%,6,8,75,87.5,75.00%,4,6,66.7,25.00%,2,2,100
Jose Calderon,CLE ,36,5,4,100%,4,8,50,68.8,25.00%,1,2,50,75.00%,3,6,50
Domantas Sabonis,IND ,22,7,4,100%,4,8,50,50,87.50%,4,7,57.1,12.50%,0,1,0
Shabazz Muhammad,MIL ,25,3,2,100%,4,8,50,62.5,75.00%,2,6,33.3,25.00%,2,2,100
Amir Johnson,PHI ,31,4,3,100%,3,8,37.5,37.5,100%,3,8,37.5,0.00%,0,0,-
David West,GSW ,37,8,5,100%,5,7,71.4,71.4,100%,5,7,71.4,0.00%,0,0,-
Derrick Rose,MIN ,29,2,2,100%,4,7,57.1,64.3,85.70%,3,6,50,14.30%,1,1,100
Dejounte Murray,SAS ,21,5,3,100%,3,7,42.9,50,71.40%,2,5,40,28.60%,1,2,50
Quinn Cook,GSW ,25,8,5,100%,3,7,42.9,50,28.60%,2,2,100,71.40%,1,5,20
Rodney Hood,CLE ,25,8,4,100%,2,7,28.6,28.6,71.40%,2,5,40,28.60%,0,2,0
Zach Collins,POR ,20,4,4,100%,2,7,28.6,42.9,28.60%,0,2,0,71.40%,2,5,40
Evan Turner,POR ,29,3,3,100%,1,7,14.3,14.3,85.70%,1,6,16.7,14.30%,0,1,0
Fred VanVleet,TOR ,24,5,4,100%,1,7,14.3,21.4,14.30%,0,1,0,85.70%,1,6,16.7
Dante Exum,UTA ,22,8,5,100%,4,6,66.7,75,66.70%,3,4,75,33.30%,1,2,50
Corey Brewer,OKC ,32,6,4,100%,4,6,66.7,75,50.00%,3,3,100,50.00%,1,3,33.3
Tony Snell,MIL ,26,6,4,100%,3,6,50,58.3,33.30%,2,2,100,66.70%,1,4,25
Tyler Johnson,MIA ,26,5,4,100%,3,6,50,58.3,83.30%,2,5,40,16.70%,1,1,100
Semi Ojeleye,BOS ,23,12,5,100%,2,6,33.3,41.7,50.00%,1,3,33.3,50.00%,1,3,33.3
Jusuf Nurkic,POR ,23,4,3,100%,4,5,80,80,100%,4,5,80,0.00%,0,0,-
Ty Lawson,WAS ,30,5,3,100%,3,5,60,90,40.00%,0,2,0,60.00%,3,3,100
Nick Young,GSW ,32,10,3,100%,3,5,60,90,0.00%,0,0,-,100%,3,5,60
Hassan Whiteside,MIA ,28,5,2,100%,3,5,60,60,100%,3,5,60,0.00%,0,0,-
Raul Neto,UTA ,26,5,2,100%,3,5,60,70,60.00%,2,3,66.7,40.00%,1,2,50
Jordan Bell,GSW ,23,6,2,100%,3,5,60,60,100%,3,5,60,0.00%,0,0,-
Kelly Oubre Jr.,WAS ,22,6,3,100%,3,5,60,60,100%,3,5,60,0.00%,0,0,-
Lance Stephenson,IND ,27,7,5,100%,2,5,40,60,20.00%,0,1,0,80.00%,2,4,50
Raymond Felton,OKC ,33,4,2,100%,1,5,20,20,100%,1,5,20,0.00%,0,0,-
Luc Mbah a Moute,HOU ,31,7,4,100%,0,5,0,0,80.00%,0,4,0,20.00%,0,1,0
Mike Scott,WAS ,29,5,3,100%,3,4,75,75,100%,3,4,75,0.00%,0,0,-
Taj Gibson,MIN ,32,5,3,100%,3,4,75,75,100%,3,4,75,0.00%,0,0,-
Larry Nance Jr.,CLE ,25,10,3,100%,3,4,75,75,100%,3,4,75,0.00%,0,0,-
Darius Miller,NOP ,28,8,4,100%,2,4,50,62.5,25.00%,1,1,100,75.00%,1,3,33.3
John Henson,MIL ,27,2,2,100%,2,4,50,50,100%,2,4,50,0.00%,0,0,-
Wayne Ellington,MIA ,30,5,3,100%,2,4,50,75,0.00%,0,0,-,100%,2,4,50
Nene,HOU ,35,9,4,100%,2,4,50,50,100%,2,4,50,0.00%,0,0,-
Thon Maker,MIL ,21,5,3,100%,0,4,0,0,0.00%,0,0,-,100%,0,4,0
Ryan Anderson,HOU ,30,6,2,100%,2,3,66.7,100,0.00%,0,0,-,100%,2,3,66.7
Gorgui Dieng,MIN ,28,5,2,100%,2,3,66.7,83.3,33.30%,1,1,100,66.70%,1,2,50
Tyus Jones,MIN ,22,4,3,100%,2,3,66.7,66.7,66.70%,2,2,100,33.30%,0,1,0
Jakob Poeltl,TOR ,22,7,3,100%,2,3,66.7,66.7,100%,2,3,66.7,0.00%,0,0,-
Cheick Diallo,NOP ,21,3,2,100%,2,3,66.7,66.7,100%,2,3,66.7,0.00%,0,0,-
Cory Joseph,IND ,26,6,2,100%,1,3,33.3,33.3,66.70%,1,2,50,33.30%,0,1,0
Solomon Hill,NOP ,27,5,3,100%,1,3,33.3,50,66.70%,0,2,0,33.30%,1,1,100
Jamal Crawford,MIN ,38,5,3,100%,0,3,0,0,100%,0,3,0,0.00%,0,0,-
Pau Gasol,SAS ,37,5,2,100%,2,2,100,100,100%,2,2,100,0.00%,0,0,-
Tyler Zeller,MIL ,28,3,2,100%,2,2,100,100,100%,2,2,100,0.00%,0,0,-
Kyle Anderson,SAS ,24,5,2,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Markelle Fultz,PHI ,20,1,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Alex Abrines,OKC ,24,6,2,100%,1,2,50,75,0.00%,0,0,-,100%,1,2,50
Greg Monroe,BOS ,27,5,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Tomas Satoransky,WAS ,26,3,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Maurice Harkless,POR ,25,2,1,100%,1,2,50,75,0.00%,0,0,-,100%,1,2,50
Bam Adebayo,MIA ,20,5,2,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Pat Connaughton,POR ,25,4,1,100%,1,2,50,50,50.00%,1,1,100,50.00%,0,1,0
Matthew Dellavedova,MIL ,27,5,2,100%,0,2,0,0,50.00%,0,1,0,50.00%,0,1,0
Bryn Forbes,SAS ,24,4,2,100%,0,2,0,0,50.00%,0,1,0,50.00%,0,1,0
Trevor Booker,IND ,30,4,2,100%,0,2,0,0,50.00%,0,1,0,50.00%,0,1,0
Patrick Patterson,OKC ,29,2,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Derrick White,SAS ,23,1,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Nemanja Bjelica,MIN ,30,3,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Wade Baldwin IV,POR ,22,2,1,100%,1,1,100,150,0.00%,0,0,-,100%,1,1,100
Justin Anderson,PHI ,24,3,1,100%,1,1,100,150,0.00%,0,0,-,100%,1,1,100
Shabazz Napier,POR ,26,2,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Ekpe Udoh,UTA ,31,2,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Jerami Grant,OKC ,24,6,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
Jason Terry,MIL ,40,3,1,100%,0,1,0,0,0.00%,0,0,-,100%,0,1,0
Joe Johnson,HOU ,36,1,1,100%,0,1,0,0,0.00%,0,0,-,100%,0,1,0
