name,team,age,gp,g,fgfreq,fgm,fga,fgp,efgp,2fgfreq,2fgm,2fga,2fgp,3pfreq,3pm,3pa,3pp
Tyus Jones,MIN ,22,80,56,100%,53,97,54.6,62.4,60.80%,38,59,64.4,39.20%,15,38,39.5
Andrew Harrison,MEM ,23,49,42,100%,43,96,44.8,49.5,65.60%,34,63,54,34.40%,9,33,27.3
Ed Davis,POR ,28,78,56,100%,60,94,63.8,63.8,98.90%,60,93,64.5,1.10%,0,1,0
Marvin Williams,CHA ,31,78,56,100%,38,93,40.9,47.3,44.10%,26,41,63.4,55.90%,12,52,23.1
Tyler Dorsey,ATL ,22,46,42,100%,30,93,32.3,39.8,45.20%,16,42,38.1,54.80%,14,51,27.5
Tomas Satoransky,WAS ,26,68,56,100%,50,91,54.9,61.5,68.10%,38,62,61.3,31.90%,12,29,41.4
Patrick Patterson,OKC ,29,80,51,100%,34,91,37.4,48.9,38.50%,13,35,37.1,61.50%,21,56,37.5
Jarrett Allen,BKN ,20,66,51,100%,62,90,68.9,69.4,95.60%,61,86,70.9,4.40%,1,4,25
Tony Parker,SAS ,36,55,44,100%,46,90,51.1,52.2,93.30%,44,84,52.4,6.70%,2,6,33.3
Jabari Parker,MIL ,23,30,30,100%,38,90,42.2,47.8,74.40%,28,67,41.8,25.60%,10,23,43.5
Isaiah Taylor,ATL ,23,63,47,100%,32,90,35.6,38.9,77.80%,26,70,37.1,22.20%,6,20,30
Rajon Rondo,NOP ,32,54,41,100%,47,87,54,59.2,75.90%,38,66,57.6,24.10%,9,21,42.9
Mike Muscala,ATL ,26,50,41,100%,39,87,44.8,54.6,39.10%,22,34,64.7,60.90%,17,53,32.1
Davis Bertans,SAS ,25,55,41,100%,33,87,37.9,51.1,24.10%,10,21,47.6,75.90%,23,66,34.8
Zach LaVine,CHI ,23,24,24,100%,42,86,48.8,53.5,66.30%,34,57,59.6,33.70%,8,29,27.6
Zach Collins,POR ,20,59,43,100%,33,86,38.4,42.4,62.80%,26,54,48.1,37.20%,7,32,21.9
Alex Abrines,OKC ,24,61,40,100%,31,86,36,47.1,25.60%,12,22,54.5,74.40%,19,64,29.7
Michael Carter-Williams,CHA ,26,52,46,100%,33,85,38.8,41.8,72.90%,28,62,45.2,27.10%,5,23,21.7
Bismack Biyombo,ORL ,25,81,54,100%,52,84,61.9,61.9,100%,52,84,61.9,0.00%,0,0,-
Trevor Booker,IND ,30,64,43,100%,49,84,58.3,58.3,91.70%,49,77,63.6,8.30%,0,7,0
Ben McLemore,MEM ,25,47,37,100%,39,84,46.4,54.2,54.80%,26,46,56.5,45.20%,13,38,34.2
Isaiah Thomas,LAL ,29,30,25,100%,35,84,41.7,51.8,45.20%,18,38,47.4,54.80%,17,46,37
Daniel Theis,BOS ,26,55,43,100%,51,83,61.4,65.7,72.30%,44,60,73.3,27.70%,7,23,30.4
Bam Adebayo,MIA ,20,61,44,100%,42,83,50.6,50.6,98.80%,42,82,51.2,1.20%,0,1,0
Wesley Johnson,LAC ,30,66,44,100%,36,83,43.4,50,56.60%,25,47,53.2,43.40%,11,36,30.6
Paul Zipser,CHI ,24,50,46,100%,33,82,40.2,51.8,45.10%,14,37,37.8,54.90%,19,45,42.2
Alex Len,PHX ,24,62,44,100%,54,81,66.7,67.3,97.50%,53,79,67.1,2.50%,1,2,50
Malcolm Delaney,ATL ,29,47,39,100%,30,81,37,43.2,60.50%,20,49,40.8,39.50%,10,32,31.3
Dante Cunningham,BKN ,31,67,49,100%,44,80,55,65.6,53.80%,27,43,62.8,46.30%,17,37,45.9
Quincy Acy,BKN ,27,61,50,100%,32,80,40,56.3,18.80%,6,15,40,81.30%,26,65,40
Mason Plumlee,DEN ,28,59,44,100%,48,78,61.5,61.5,100%,48,78,61.5,0.00%,0,0,-
Jonas Jerebko,UTA ,31,60,34,100%,39,78,50,62.2,46.20%,20,36,55.6,53.80%,19,42,45.2
Thon Maker,MIL ,21,60,40,100%,37,78,47.4,55.8,60.30%,24,47,51.1,39.70%,13,31,41.9
Sean Kilpatrick,CHI ,28,36,31,100%,28,77,36.4,43.5,46.80%,17,36,47.2,53.20%,11,41,26.8
Sam Dekker,LAC ,24,58,41,100%,46,76,60.5,63.2,81.60%,42,62,67.7,18.40%,4,14,28.6
Aron Baynes,BOS ,31,63,41,100%,35,75,46.7,46.7,97.30%,35,73,47.9,2.70%,0,2,0
Shabazz Muhammad,MIL ,25,35,31,100%,38,74,51.4,53.4,85.10%,35,63,55.6,14.90%,3,11,27.3
T.J. McConnell,PHI ,26,73,45,100%,37,74,50,52,83.80%,34,62,54.8,16.20%,3,12,25
Royce O'Neale,UTA ,24,57,41,100%,37,74,50,58.1,59.50%,25,44,56.8,40.50%,12,30,40
Andre Iguodala,GSW ,34,64,41,100%,36,74,48.6,52,71.60%,31,53,58.5,28.40%,5,21,23.8
Jerryd Bayless,PHI ,29,36,31,100%,33,74,44.6,55.4,40.50%,17,30,56.7,59.50%,16,44,36.4
Ian Mahinmi,WAS ,31,74,49,100%,50,73,68.5,68.5,100%,50,73,68.5,0.00%,0,0,-
Luc Mbah a Moute,HOU ,31,60,43,100%,39,72,54.2,64.6,48.60%,24,35,68.6,51.40%,15,37,40.5
Marcin Gortat,WAS ,34,69,46,100%,39,72,54.2,54.2,100%,39,72,54.2,0.00%,0,0,-
Justin Jackson,SAC ,23,51,42,100%,35,72,48.6,56.3,59.70%,24,43,55.8,40.30%,11,29,37.9
Corey Brewer,OKC ,32,61,39,100%,36,71,50.7,57,62.00%,27,44,61.4,38.00%,9,27,33.3
Dion Waiters,MIA ,26,28,28,100%,34,70,48.6,55,61.40%,25,43,58.1,38.60%,9,27,33.3
Shane Larkin,BOS ,25,39,34,100%,26,70,37.1,47.1,54.30%,12,38,31.6,45.70%,14,32,43.8
Jameer Nelson,DET ,36,49,42,100%,32,69,46.4,55.1,46.40%,20,32,62.5,53.60%,12,37,32.4
Mike James,NOP ,27,31,27,100%,32,69,46.4,50.7,65.20%,26,45,57.8,34.80%,6,24,25
Timothe Luwawu-Cabarrot,PHI ,23,40,32,100%,23,68,33.8,45.6,29.40%,7,20,35,70.60%,16,48,33.3
Maurice Harkless,POR ,25,50,35,100%,36,65,55.4,63.8,55.40%,25,36,69.4,44.60%,11,29,37.9
Channing Frye,LAL ,35,40,36,100%,34,65,52.3,60,49.20%,24,32,75,50.80%,10,33,30.3
OG Anunoby,TOR ,20,62,41,100%,31,64,48.4,57,37.50%,20,24,83.3,62.50%,11,40,27.5
Deyonta Davis,MEM ,21,55,34,100%,41,63,65.1,65.1,100%,41,63,65.1,0.00%,0,0,-
Derrick Rose,MIN ,29,25,22,100%,29,63,46,48.4,85.70%,26,54,48.1,14.30%,3,9,33.3
Wes Iwundu,ORL ,23,54,35,100%,29,63,46,49.2,79.40%,25,50,50,20.60%,4,13,30.8
Wayne Selden,MEM ,23,30,24,100%,28,63,44.4,52.4,58.70%,18,37,48.6,41.30%,10,26,38.5
Kenneth Faried,DEN ,28,32,25,100%,44,62,71,71,100%,44,62,71,0.00%,0,0,-
Semi Ojeleye,BOS ,23,60,36,100%,21,62,33.9,42.7,32.30%,10,20,50,67.70%,11,42,26.2
Chandler Parsons,MEM ,29,36,28,100%,33,61,54.1,69.7,34.40%,14,21,66.7,65.60%,19,40,47.5
Danilo Gallinari,LAC ,29,21,21,100%,28,61,45.9,52.5,50.80%,20,31,64.5,49.20%,8,30,26.7
Thabo Sefolosha,UTA ,34,38,31,100%,38,60,63.3,73.3,63.30%,26,38,68.4,36.70%,12,22,54.5
Arron Afflalo,ORL ,32,43,36,100%,25,60,41.7,50,53.30%,15,32,46.9,46.70%,10,28,35.7
Joe Young,IND ,25,39,32,100%,27,59,45.8,52.5,67.80%,19,40,47.5,32.20%,8,19,42.1
Malik Beasley,DEN ,21,39,30,100%,26,59,44.1,51.7,44.10%,17,26,65.4,55.90%,9,33,27.3
Terrence Ross,ORL ,27,24,21,100%,23,59,39,47.5,52.50%,13,31,41.9,47.50%,10,28,35.7
Al Jefferson,IND ,33,31,25,100%,42,58,72.4,72.4,100%,42,58,72.4,0.00%,0,0,-
Treveon Graham,CHA ,24,57,35,100%,35,57,61.4,74.6,59.60%,20,34,58.8,40.40%,15,23,65.2
Johnny O'Bryant III,CHA ,24,31,27,100%,26,57,45.6,52.6,66.70%,18,38,47.4,33.30%,8,19,42.1
Maxi Kleber,DAL ,26,48,28,100%,35,56,62.5,70.5,57.10%,26,32,81.3,42.90%,9,24,37.5
Tyler Zeller,MIL ,28,41,31,100%,32,56,57.1,59.8,89.30%,29,50,58,10.70%,3,6,50
Amir Johnson,PHI ,31,73,38,100%,33,55,60,63.6,83.60%,29,46,63,16.40%,4,9,44.4
Tristan Thompson,CLE ,27,51,33,100%,30,54,55.6,55.6,100%,30,54,55.6,0.00%,0,0,-
Patrick McCaw,GSW ,22,48,26,100%,27,53,50.9,54.7,60.40%,23,32,71.9,39.60%,4,21,19
Jawun Evans,LAC ,21,42,27,100%,21,53,39.6,42.5,77.40%,18,41,43.9,22.60%,3,12,25
Sterling Brown,MIL ,23,39,33,100%,20,53,37.7,45.3,47.20%,12,25,48,52.80%,8,28,28.6
Dwayne Bacon,CHA ,22,33,23,100%,18,53,34,34.9,81.10%,17,43,39.5,18.90%,1,10,10
Tyson Chandler,PHX ,35,45,27,100%,31,52,59.6,59.6,100%,31,52,59.6,0.00%,0,0,-
Jason Terry,MIL ,40,42,26,100%,26,51,51,68.6,25.50%,8,13,61.5,74.50%,18,38,47.4
Cameron Payne,CHI ,23,25,23,100%,21,51,41.2,48,54.90%,14,28,50,45.10%,7,23,30.4
Tyler Ennis,LAL ,23,31,21,100%,20,51,39.2,43.1,66.70%,16,34,47.1,33.30%,4,17,23.5
Richaun Holmes,PHI ,24,31,22,100%,38,50,76,78,90.00%,36,45,80,10.00%,2,5,40
Omri Casspi,GSW ,29,37,28,100%,33,50,66,69,88.00%,30,44,68.2,12.00%,3,6,50
Lance Thomas,NYK ,30,61,30,100%,18,50,36,48,38.00%,6,19,31.6,62.00%,12,31,38.7
Luke Babbitt,MIA ,28,33,29,100%,18,49,36.7,50,24.50%,5,12,41.7,75.50%,13,37,35.1
Jonathan Isaac,ORL ,20,27,22,100%,14,49,28.6,31.6,69.40%,11,34,32.4,30.60%,3,15,20
Tim Frazier,WAS ,27,44,30,100%,20,48,41.7,47.9,56.30%,14,27,51.9,43.80%,6,21,28.6
Cody Zeller,CHA ,25,33,25,100%,33,47,70.2,70.2,100%,33,47,70.2,0.00%,0,0,-
Cheick Diallo,NOP ,21,34,24,100%,33,47,70.2,70.2,100%,33,47,70.2,0.00%,0,0,-
Kawhi Leonard,SAS ,26,9,9,100%,24,46,52.2,58.7,65.20%,18,30,60,34.80%,6,16,37.5
Josh Huestis,OKC ,26,50,29,100%,14,46,30.4,35.9,43.50%,9,20,45,56.50%,5,26,19.2
Nene,HOU ,35,42,24,100%,30,45,66.7,66.7,100%,30,45,66.7,0.00%,0,0,-
Jahlil Okafor,BKN ,22,24,20,100%,29,45,64.4,64.4,97.80%,29,44,65.9,2.20%,0,1,0
Noah Vonleh,CHI ,22,39,24,100%,27,45,60,66.7,66.70%,21,30,70,33.30%,6,15,40
Cristiano Felicio,CHI ,25,48,28,100%,26,45,57.8,57.8,97.80%,26,44,59.1,2.20%,0,1,0
Dwight Buycks,DET ,29,22,21,100%,23,45,51.1,52.2,84.40%,22,38,57.9,15.60%,1,7,14.3
Quinn Cook,GSW ,25,22,20,100%,21,45,46.7,54.4,62.20%,14,28,50,37.80%,7,17,41.2
TJ Leaf,IND ,21,42,28,100%,27,44,61.4,72.7,63.60%,17,28,60.7,36.40%,10,16,62.5
Justin Anderson,PHI ,24,29,23,100%,22,44,50,59.1,45.50%,14,20,70,54.50%,8,24,33.3
Tyler Cavanaugh,ATL ,24,30,22,100%,21,43,48.8,60.5,34.90%,11,15,73.3,65.10%,10,28,35.7
Antonio Blakeney,CHI ,21,15,14,100%,17,43,39.5,45.3,60.50%,12,26,46.2,39.50%,5,17,29.4
Willy Hernangomez,CHA ,24,27,17,100%,26,42,61.9,63.1,95.20%,25,40,62.5,4.80%,1,2,50
Sindarius Thornwell,LAC ,23,57,28,100%,24,42,57.1,61.9,71.40%,20,30,66.7,28.60%,4,12,33.3
Tyrone Wallace,LAC ,23,30,21,100%,16,42,38.1,41.7,73.80%,13,31,41.9,26.20%,3,11,27.3
Kobi Simmons,MEM ,20,28,21,100%,17,41,41.5,42.7,87.80%,16,36,44.4,12.20%,1,5,20
Luke Kornet,NYK ,22,16,14,100%,15,41,36.6,52.4,26.80%,2,11,18.2,73.20%,13,30,43.3
Jared Dudley,PHX ,32,41,31,100%,13,41,31.7,42.7,26.80%,4,11,36.4,73.20%,9,30,30
Ivan Rabb,MEM ,21,25,20,100%,29,40,72.5,72.5,100%,29,40,72.5,0.00%,0,0,-
Boban Marjanovic,LAC ,29,24,16,100%,21,40,52.5,52.5,100%,21,40,52.5,0.00%,0,0,-
Mike Conley,MEM ,30,12,12,100%,14,40,35,42.5,55.00%,8,22,36.4,45.00%,6,18,33.3
Jordan Bell,GSW ,23,40,24,100%,27,39,69.2,69.2,100%,27,39,69.2,0.00%,0,0,-
Eric Moreland,DET ,26,58,23,100%,21,39,53.8,53.8,100%,21,39,53.8,0.00%,0,0,-
Jose Calderon,CLE ,36,35,27,100%,18,39,46.2,59,33.30%,8,13,61.5,66.70%,10,26,38.5
Abdel Nader,BOS ,24,27,20,100%,17,39,43.6,53.8,48.70%,9,19,47.4,51.30%,8,20,40
Kevon Looney,GSW ,22,43,24,100%,27,38,71.1,71.1,100%,27,38,71.1,0.00%,0,0,-
Damion Lee,ATL ,25,15,14,100%,20,38,52.6,64.5,50.00%,11,19,57.9,50.00%,9,19,47.4
Salah Mejri,DAL ,31,42,24,100%,29,37,78.4,78.4,100%,29,37,78.4,0.00%,0,0,-
Khem Birch,ORL ,25,34,20,100%,21,37,56.8,56.8,100%,21,37,56.8,0.00%,0,0,-
Raul Neto,UTA ,26,33,22,100%,20,37,54.1,60.8,70.30%,15,26,57.7,29.70%,5,11,45.5
C.J. Williams,LAC ,28,28,21,100%,16,37,43.2,47.3,62.20%,13,23,56.5,37.80%,3,14,21.4
Henry Ellenson,DET ,21,16,12,100%,16,37,43.2,51.4,56.80%,10,21,47.6,43.20%,6,16,37.5
Rodney Purvis,ORL ,24,16,14,100%,11,36,30.6,36.1,47.20%,7,17,41.2,52.80%,4,19,21.1
Miles Plumlee,ATL ,29,44,27,100%,22,35,62.9,62.9,100%,22,35,62.9,0.00%,0,0,-
Andre Roberson,OKC ,26,34,20,100%,15,35,42.9,44.3,74.30%,14,26,53.8,25.70%,1,9,11.1
Damyean Dotson,NYK ,24,17,14,100%,17,34,50,55.9,61.80%,13,21,61.9,38.20%,4,13,30.8
DeAndre' Bembry,ATL ,23,25,21,100%,16,34,47.1,48.5,76.50%,15,26,57.7,23.50%,1,8,12.5
Isaiah Canaan,PHX ,27,18,12,100%,12,34,35.3,47.1,44.10%,4,15,26.7,55.90%,8,19,42.1
Matthew Dellavedova,MIL ,27,32,19,100%,11,34,32.4,41.2,55.90%,5,19,26.3,44.10%,6,15,40
Willie Reed,DET ,28,31,21,100%,25,33,75.8,77.3,97.00%,24,32,75,3.00%,1,1,100
Terrance Ferguson,OKC ,20,38,21,100%,14,33,42.4,57.6,18.20%,4,6,66.7,81.80%,10,27,37
Dorian Finney-Smith,DAL ,25,21,13,100%,12,33,36.4,42.4,42.40%,8,14,57.1,57.60%,4,19,21.1
Shaquille Harrison,PHX ,24,18,16,100%,18,32,56.3,59.4,78.10%,16,25,64,21.90%,2,7,28.6
Travis Wear,LAL ,27,14,13,100%,13,32,40.6,54.7,25.00%,4,8,50,75.00%,9,24,37.5
Cedi Osman,CLE ,23,35,19,100%,12,32,37.5,40.6,50.00%,10,16,62.5,50.00%,2,16,12.5
Troy Williams,NYK ,23,14,11,100%,17,31,54.8,62.9,67.70%,12,21,57.1,32.30%,5,10,50
Joffrey Lauvergne,SAS ,26,28,19,100%,19,30,63.3,63.3,90.00%,19,27,70.4,10.00%,0,3,0
Ekpe Udoh,UTA ,31,50,21,100%,16,30,53.3,53.3,100%,16,30,53.3,0.00%,0,0,-
Alex Caruso,LAL ,24,30,17,100%,14,30,46.7,50,66.70%,12,20,60,33.30%,2,10,20
Torrey Craig,DEN ,27,34,17,100%,15,29,51.7,58.6,48.30%,11,14,78.6,51.70%,4,15,26.7
Nik Stauskas,BKN ,24,24,14,100%,15,29,51.7,65.5,44.80%,7,13,53.8,55.20%,8,16,50
Jason Smith,WAS ,32,15,11,100%,10,29,34.5,36.2,58.60%,9,17,52.9,41.40%,1,12,8.3
Brandan Wright,HOU ,30,24,17,100%,21,28,75,75,100%,21,28,75,0.00%,0,0,-
MarShon Brooks,MEM ,29,7,6,100%,16,28,57.1,64.3,71.40%,12,20,60,28.60%,4,8,50
Tony Allen,NOP ,36,21,14,100%,12,28,42.9,46.4,75.00%,10,21,47.6,25.00%,2,7,28.6
Ivica Zubac,LAL ,21,24,17,100%,17,27,63,63,100%,17,27,63,0.00%,0,0,-
DeAndre Liggins,NOP ,30,38,20,100%,12,27,44.4,57.4,40.70%,5,11,45.5,59.30%,7,16,43.8
Timofey Mozgov,BKN ,31,20,16,100%,19,26,73.1,76.9,84.60%,17,22,77.3,15.40%,2,4,50
Meyers Leonard,POR ,26,17,12,100%,13,26,50,57.7,57.70%,9,15,60,42.30%,4,11,36.4
Myke Henry,MEM ,25,16,12,100%,11,26,42.3,53.8,30.80%,5,8,62.5,69.20%,6,18,33.3
Ramon Sessions,WAS ,32,17,15,100%,10,25,40,44,76.00%,8,19,42.1,24.00%,2,6,33.3
Danuel House,PHX ,24,19,15,100%,9,25,36,40,44.00%,7,11,63.6,56.00%,2,14,14.3
Jordan Mickey,MIA ,23,12,11,100%,15,24,62.5,64.6,70.80%,14,17,82.4,29.20%,1,7,14.3
Kay Felder,DET ,23,8,7,100%,12,23,52.2,58.7,73.90%,9,17,52.9,26.10%,3,6,50
Isaiah Hicks,NYK ,23,16,12,100%,11,23,47.8,50,78.30%,10,18,55.6,21.70%,1,5,20
Rashad Vaughn,ORL ,21,13,11,100%,9,23,39.1,52.2,34.80%,3,8,37.5,65.20%,6,15,40
Aaron Harrison,DAL ,23,9,8,100%,7,23,30.4,37,43.50%,4,10,40,56.50%,3,13,23.1
Dante Exum,UTA ,22,14,12,100%,13,22,59.1,61.4,86.40%,12,19,63.2,13.60%,1,3,33.3
Malachi Richardson,TOR ,22,14,12,100%,9,22,40.9,50,40.90%,5,9,55.6,59.10%,4,13,30.8
Glenn Robinson III,IND ,24,19,15,100%,13,21,61.9,76.2,52.40%,7,11,63.6,47.60%,6,10,60
Brandon Jennings,MIL ,28,11,9,100%,11,21,52.4,61.9,47.60%,7,10,70,52.40%,4,11,36.4
Nerlens Noel,DAL ,24,23,16,100%,12,20,60,60,100%,12,20,60,0.00%,0,0,-
Markelle Fultz,PHI ,20,14,10,100%,10,20,50,50,100%,10,20,50,0.00%,0,0,-
Andrew White III,ATL ,24,11,9,100%,4,20,20,27.5,45.00%,1,9,11.1,55.00%,3,11,27.3
Tarik Black,HOU ,26,23,8,100%,12,19,63.2,63.2,100%,12,19,63.2,0.00%,0,0,-
JaKarr Sampson,SAC ,25,16,11,100%,9,19,47.4,50,78.90%,8,15,53.3,21.10%,1,4,25
Rodney McGruder,MIA ,26,13,8,100%,8,19,42.1,50,57.90%,5,11,45.5,42.10%,3,8,37.5
Ron Baker,NYK ,25,19,11,100%,6,19,31.6,39.5,36.80%,3,7,42.9,63.20%,3,12,25
Kyle Collinsworth,DAL ,26,25,11,100%,12,18,66.7,75,72.20%,9,13,69.2,27.80%,3,5,60
Jamel Artis,ORL ,25,10,8,100%,7,18,38.9,44.4,55.60%,5,10,50,44.40%,2,8,25
Brandon Paul,SAS ,27,31,14,100%,6,18,33.3,41.7,55.60%,3,10,30,44.40%,3,8,37.5
Davon Reed,PHX ,22,11,8,100%,5,18,27.8,36.1,38.90%,2,7,28.6,61.10%,3,11,27.3
Patrick Beverley,LAC ,29,11,7,100%,11,17,64.7,70.6,76.50%,9,13,69.2,23.50%,2,4,50
Guerschon Yabusele,BOS ,22,13,10,100%,8,17,47.1,64.7,23.50%,2,4,50,76.50%,6,13,46.2
Caleb Swanigan,POR ,21,12,9,100%,4,17,23.5,23.5,76.50%,4,13,30.8,23.50%,0,4,0
Lucas Nogueira,TOR ,25,25,10,100%,12,16,75,81.3,75.00%,10,12,83.3,25.00%,2,4,50
Gary Payton II,LAL ,25,8,7,100%,9,16,56.3,59.4,62.50%,8,10,80,37.50%,1,6,16.7
Aaron Brooks,MIN ,33,11,10,100%,7,15,46.7,53.3,53.30%,5,8,62.5,46.70%,2,7,28.6
Mirza Teletovic,MIL ,32,9,7,100%,6,15,40,50,46.70%,3,7,42.9,53.30%,3,8,37.5
Ante Zizic,CLE ,21,10,9,100%,11,14,78.6,78.6,100%,11,14,78.6,0.00%,0,0,-
Briante Weber,MEM ,25,12,8,100%,6,13,46.2,50,76.90%,5,10,50,23.10%,1,3,33.3
Johnathan Motley,DAL ,23,5,5,100%,8,12,66.7,66.7,100%,8,12,66.7,0.00%,0,0,-
John Holland,CLE ,29,8,5,100%,5,12,41.7,50,41.70%,3,5,60,58.30%,2,7,28.6
Jabari Bird,BOS ,23,4,3,100%,10,11,90.9,90.9,90.90%,10,10,100,9.10%,0,1,0
Derrick Walton Jr.,MIA ,23,10,7,100%,7,11,63.6,90.9,9.10%,1,1,100,90.90%,6,10,60
Isaiah Whitehead,BKN ,23,7,6,100%,6,11,54.5,59.1,72.70%,5,8,62.5,27.30%,1,3,33.3
Jamil Wilson,LAC ,27,9,7,100%,5,11,45.5,63.6,18.20%,1,2,50,81.80%,4,9,44.4
Marcus Georges-Hunt,MIN ,24,20,8,100%,4,11,36.4,40.9,72.70%,3,8,37.5,27.30%,1,3,33.3
Lorenzo Brown,TOR ,27,10,6,100%,4,11,36.4,40.9,63.60%,3,7,42.9,36.40%,1,4,25
Quincy Pondexter,CHI ,30,11,6,100%,2,11,18.2,18.2,54.50%,2,6,33.3,45.50%,0,5,0
Zaza Pachulia,GSW ,34,12,6,100%,8,10,80,80,100%,8,10,80,0.00%,0,0,-
Andrew Bogut,LAL ,33,14,8,100%,6,10,60,60,100%,6,10,60,0.00%,0,0,-
Ryan Arcidiacono,CHI ,24,18,8,100%,6,10,60,75,30.00%,3,3,100,70.00%,3,7,42.9
Josh Magette,ATL ,28,13,7,100%,5,10,50,65,40.00%,2,4,50,60.00%,3,6,50
Jalen Jones,DAL ,25,4,4,100%,5,10,50,55,70.00%,4,7,57.1,30.00%,1,3,33.3
Juancho Hernangomez,DEN ,22,13,7,100%,5,10,50,60,30.00%,3,3,100,70.00%,2,7,28.6
Georgios Papagiannis,POR ,20,6,5,100%,5,10,50,50,100%,5,10,50,0.00%,0,0,-
Solomon Hill,NOP ,27,11,6,100%,4,10,40,50,40.00%,2,4,50,60.00%,2,6,33.3
Malcolm Miller,TOR ,25,6,5,100%,7,9,77.8,105.6,22.20%,2,2,100,77.80%,5,7,71.4
Darrell Arthur,DEN ,30,13,7,100%,6,9,66.7,77.8,44.40%,4,4,100,55.60%,2,5,40
Wade Baldwin IV,POR ,22,4,4,100%,6,9,66.7,83.3,66.70%,3,6,50,33.30%,3,3,100
Derrick Jones Jr.,MIA ,21,10,7,100%,5,9,55.6,61.1,88.90%,4,8,50,11.10%,1,1,100
Damien Wilkins,IND ,38,8,5,100%,4,9,44.4,55.6,33.30%,2,3,66.7,66.70%,2,6,33.3
Richard Jefferson,DEN ,37,10,7,100%,4,9,44.4,44.4,77.80%,4,7,57.1,22.20%,0,2,0
Alec Peters,PHX ,23,7,4,100%,4,9,44.4,61.1,33.30%,1,3,33.3,66.70%,3,6,50
Iman Shumpert,SAC ,27,12,5,100%,3,9,33.3,33.3,66.70%,3,6,50,33.30%,0,3,0
Antonius Cleveland,ATL ,24,11,7,100%,1,9,11.1,11.1,88.90%,1,8,12.5,11.10%,0,1,0
Josh Gray,PHX ,24,4,3,100%,3,8,37.5,37.5,87.50%,3,7,42.9,12.50%,0,1,0
Jon Leuer,DET ,29,8,6,100%,2,8,25,25,75.00%,2,6,33.3,25.00%,0,2,0
Bruno Caboclo,SAC ,22,4,4,100%,2,8,25,31.3,50.00%,1,4,25,50.00%,1,4,25
Xavier Rathan-Mayes,MEM ,24,5,4,100%,2,8,25,25,87.50%,2,7,28.6,12.50%,0,1,0
Milton Doyle,BKN ,24,6,4,100%,1,8,12.5,12.5,50.00%,1,4,25,50.00%,0,4,0
Derrick White,SAS ,23,6,4,100%,4,7,57.1,64.3,71.40%,3,5,60,28.60%,1,2,50
JaVale McGee,GSW ,30,5,4,100%,4,7,57.1,57.1,100%,4,7,57.1,0.00%,0,0,-
Emeka Okafor,NOP ,35,9,4,100%,3,7,42.9,42.9,100%,3,7,42.9,0.00%,0,0,-
Omari Johnson,MEM ,29,4,4,100%,3,7,42.9,57.1,42.90%,1,3,33.3,57.10%,2,4,50
Jordan Crawford,NOP ,29,3,3,100%,3,7,42.9,57.1,57.10%,1,4,25,42.90%,2,3,66.7
Jaylen Morris,ATL ,22,6,3,100%,3,6,50,58.3,50.00%,2,3,66.7,50.00%,1,3,33.3
James Webb III,BKN ,24,7,5,100%,2,6,33.3,50,0.00%,0,0,-,100%,2,6,33.3
Bobby Brown,HOU ,33,3,2,100%,2,6,33.3,33.3,50.00%,2,3,66.7,50.00%,0,3,0
Brice Johnson,MEM ,23,3,2,100%,2,6,33.3,33.3,100%,2,6,33.3,0.00%,0,0,-
Alex Poythress,IND ,24,8,4,100%,2,6,33.3,33.3,83.30%,2,5,40,16.70%,0,1,0
Alan Williams,PHX ,25,4,3,100%,3,5,60,60,100%,3,5,60,0.00%,0,0,-
Jeremy Lin,BKN ,29,1,1,100%,3,5,60,70,80.00%,2,4,50,20.00%,1,1,100
Julyan Stone,CHA ,29,7,4,100%,2,5,40,60,0.00%,0,0,-,100%,2,5,40
Thomas Bryant,LAL ,20,2,2,100%,2,5,40,40,80.00%,2,4,50,20.00%,0,1,0
Gian Clavell,DAL ,24,4,3,100%,1,5,20,30,40.00%,0,2,0,60.00%,1,3,33.3
Nigel Hayes,SAC ,23,5,4,100%,1,5,20,20,60.00%,1,3,33.3,40.00%,0,2,0
Kadeem Allen,BOS ,25,5,3,100%,0,5,0,0,20.00%,0,1,0,80.00%,0,4,0
Omer Asik,CHI ,31,12,3,100%,3,4,75,75,100%,3,4,75,0.00%,0,0,-
Andre Ingram,LAL ,32,2,2,100%,3,4,75,100,50.00%,1,2,50,50.00%,2,2,100
Jack Cooley,SAC ,27,6,4,100%,3,4,75,75,100%,3,4,75,0.00%,0,0,-
Walter Lemon Jr.,NOP ,25,4,3,100%,2,4,50,62.5,75.00%,1,3,33.3,25.00%,1,1,100
Joakim Noah,NYK ,33,3,3,100%,1,4,25,25,100%,1,4,25,0.00%,0,0,-
Larry Drew II,NOP ,28,5,3,100%,1,4,25,37.5,0.00%,0,0,-,100%,1,4,25
Jake Layman,POR ,24,4,2,100%,0,4,0,0,75.00%,0,3,0,25.00%,0,1,0
Jonathan Gibson,BOS ,30,1,1,100%,2,3,66.7,83.3,66.70%,1,2,50,33.30%,1,1,100
Dakari Johnson,OKC ,22,6,2,100%,2,3,66.7,66.7,100%,2,3,66.7,0.00%,0,0,-
Joel Bolomboy,MIL ,24,2,2,100%,1,3,33.3,33.3,66.70%,1,2,50,33.30%,0,1,0
Marquis Teague,MEM ,25,3,2,100%,1,3,33.3,33.3,66.70%,1,2,50,33.30%,0,1,0
