name,team,age,gp,g,fgfreq,fgm,fga,fgp,efgp,2fgfreq,2fgm,2fga,2fgp,3pfreq,3pm,3pa,3pp
JJ Redick,PHI ,33,69,67,100%,114,223,51.1,63.5,44.40%,59,99,59.6,55.60%,55,124,44.4
Dario Saric,PHI ,24,76,72,100%,103,223,46.2,54.3,54.30%,67,121,55.4,45.70%,36,102,35.3
Wayne Ellington,MIA ,30,76,69,100%,94,223,42.2,58.7,17.00%,20,38,52.6,83.00%,74,185,40
Kyrie Irving,BOS ,26,56,55,100%,111,221,50.2,58.1,57.00%,76,126,60.3,43.00%,35,95,36.8
Andrew Wiggins,MIN ,23,82,80,100%,100,220,45.5,50.2,72.70%,79,160,49.4,27.30%,21,60,35
Josh Jackson,PHX ,21,75,69,100%,104,219,47.5,51.1,71.20%,88,156,56.4,28.80%,16,63,25.4
Terry Rozier,BOS ,24,76,74,100%,87,219,39.7,48.6,48.90%,48,107,44.9,51.10%,39,112,34.8
Khris Middleton,MIL ,26,81,76,100%,111,217,51.2,57.6,66.40%,83,144,57.6,33.60%,28,73,38.4
Blake Griffin,DET ,29,57,56,100%,105,217,48.4,54.8,63.60%,77,138,55.8,36.40%,28,79,35.4
Jamal Murray,DEN ,21,77,75,100%,94,217,43.3,50.7,55.80%,62,121,51.2,44.20%,32,96,33.3
Chris Paul,HOU ,33,58,58,100%,103,215,47.9,54,56.70%,77,122,63.1,43.30%,26,93,28
Ricky Rubio,UTA ,27,76,70,100%,94,214,43.9,50.7,66.80%,65,143,45.5,33.20%,29,71,40.8
Marc Gasol,MEM ,33,73,68,100%,102,213,47.9,52.3,74.60%,83,159,52.2,25.40%,19,54,35.2
Otto Porter Jr.,WAS ,24,76,69,100%,112,212,52.8,59.4,67.90%,84,144,58.3,32.10%,28,68,41.2
Caris LeVert,BKN ,23,69,65,100%,96,212,45.3,51.2,67.90%,71,144,49.3,32.10%,25,68,36.8
Robert Covington,PHI ,27,79,74,100%,94,211,44.5,59.5,27.50%,31,58,53.4,72.50%,63,153,41.2
Kyle Lowry,TOR ,32,78,77,100%,96,208,46.2,61.1,31.70%,34,66,51.5,68.30%,62,142,43.7
Dirk Nowitzki,DAL ,39,77,75,100%,92,208,44.2,50.2,66.80%,67,139,48.2,33.20%,25,69,36.2
Ish Smith,DET ,29,80,75,100%,110,206,53.4,56.6,86.90%,97,179,54.2,13.10%,13,27,48.1
Thaddeus Young,IND ,29,79,72,100%,115,205,56.1,59.8,76.10%,100,156,64.1,23.90%,15,49,30.6
Shabazz Napier,POR ,26,72,66,100%,94,205,45.9,54.6,55.10%,58,113,51.3,44.90%,36,92,39.1
Dwyane Wade,MIA ,36,67,66,100%,103,204,50.5,52.5,86.80%,95,177,53.7,13.20%,8,27,29.6
Lauri Markkanen,CHI ,21,68,67,100%,88,204,43.1,50,53.90%,60,110,54.5,46.10%,28,94,29.8
Tyreke Evans,MEM ,28,52,49,100%,106,203,52.2,60.1,63.50%,74,129,57.4,36.50%,32,74,43.2
Julius Randle,LAL ,23,78,71,100%,118,201,58.7,59.2,94.00%,116,189,61.4,6.00%,2,12,16.7
Jimmy Butler,MIN ,28,59,57,100%,99,201,49.3,52.5,76.60%,86,154,55.8,23.40%,13,47,27.7
Michael Beasley,NYK ,29,66,63,100%,116,199,58.3,59.8,91.50%,110,182,60.4,8.50%,6,17,35.3
Mike Scott,WAS ,29,75,69,100%,116,198,58.6,64.4,74.20%,93,147,63.3,25.80%,23,51,45.1
Jayson Tatum,BOS ,20,77,70,100%,94,197,47.7,54.3,67.00%,68,132,51.5,33.00%,26,65,40
Jusuf Nurkic,POR ,23,77,71,100%,101,196,51.5,51.5,99.00%,101,194,52.1,1.00%,0,2,0
Tim Hardaway Jr.,NYK ,26,57,54,100%,97,195,49.7,57.9,53.30%,65,104,62.5,46.70%,32,91,35.2
Montrezl Harrell,LAC ,24,69,64,100%,141,194,72.7,72.7,99.50%,141,193,73.1,0.50%,0,1,0
Jeff Green,CLE ,31,77,70,100%,104,194,53.6,58.5,76.30%,85,148,57.4,23.70%,19,46,41.3
Tobias Harris,LAC ,25,80,78,100%,100,194,51.5,55.7,75.80%,84,147,57.1,24.20%,16,47,34
Taurean Prince,ATL ,24,80,69,100%,90,194,46.4,54.9,52.60%,57,102,55.9,47.40%,33,92,35.9
Marco Belinelli,PHI ,32,79,73,100%,85,194,43.8,52.8,51.00%,50,99,50.5,49.00%,35,95,36.8
Denzel Valentine,CHI ,24,77,70,100%,76,193,39.4,48.7,48.20%,40,93,43,51.80%,36,100,36
David West,GSW ,37,73,70,100%,115,192,59.9,60.2,98.40%,114,189,60.3,1.60%,1,3,33.3
J.J. Barea,DAL ,33,69,66,100%,96,191,50.3,60.2,56.50%,58,108,53.7,43.50%,38,83,45.8
Nikola Mirotic,NOP ,27,54,52,100%,80,191,41.9,51,47.60%,45,91,49.5,52.40%,35,100,35
Rodney Hood,CLE ,25,58,53,100%,91,189,48.1,59.8,49.70%,47,94,50,50.30%,44,95,46.3
Kristaps Porzingis,NYK ,22,47,46,100%,82,187,43.9,48.9,71.70%,63,134,47,28.30%,19,53,35.8
Yogi Ferrell,DAL ,25,82,75,100%,76,187,40.6,46.8,54.50%,53,102,52,45.50%,23,85,27.1
Domantas Sabonis,IND ,22,74,65,100%,102,186,54.8,56.5,95.20%,96,177,54.2,4.80%,6,9,66.7
Gary Harris,DEN ,23,65,63,100%,93,186,50,58.3,55.90%,62,104,59.6,44.10%,31,82,37.8
Patty Mills,SAS ,29,82,75,100%,70,185,37.8,49.2,34.10%,28,63,44.4,65.90%,42,122,34.4
Bojan Bogdanovic,IND ,29,79,74,100%,89,182,48.9,56.6,57.70%,61,105,58.1,42.30%,28,77,36.4
E'Twaun Moore,NOP ,29,79,71,100%,107,181,59.1,69.6,64.10%,69,116,59.5,35.90%,38,65,58.5
DeMarcus Cousins,NOP ,27,48,48,100%,105,181,58,63.5,71.30%,85,129,65.9,28.70%,20,52,38.5
Cory Joseph,IND ,26,81,76,100%,81,180,45,52.2,64.40%,55,116,47.4,35.60%,26,64,40.6
De'Aaron Fox,SAC ,20,69,65,100%,77,179,43,45.8,80.40%,67,144,46.5,19.60%,10,35,28.6
Stephen Curry,GSW ,30,50,49,100%,91,175,52,63.7,41.10%,50,72,69.4,58.90%,41,103,39.8
Rondae Hollis-Jefferson,BKN ,23,65,61,100%,88,174,50.6,51.4,94.30%,85,164,51.8,5.70%,3,10,30
Josh Richardson,MIA ,24,80,73,100%,87,174,50,59.5,55.20%,54,96,56.3,44.80%,33,78,42.3
Joe Ingles,UTA ,30,82,77,100%,81,174,46.6,62.1,30.50%,27,53,50.9,69.50%,54,121,44.6
Spencer Dinwiddie,BKN ,25,78,67,100%,74,173,42.8,52,46.80%,42,81,51.9,53.20%,32,92,34.8
Marcus Morris,BOS ,28,52,49,100%,70,170,41.2,47.4,61.20%,49,104,47.1,38.80%,21,66,31.8
Kelly Olynyk,MIA ,27,72,61,100%,87,169,51.5,59.8,52.70%,59,89,66.3,47.30%,28,80,35
Willie Cauley-Stein,SAC ,24,69,61,100%,94,167,56.3,56.3,97.60%,94,163,57.7,2.40%,0,4,0
Bogdan Bogdanovic,SAC ,25,75,65,100%,86,167,51.5,61.7,55.10%,52,92,56.5,44.90%,34,75,45.3
Courtney Lee,NYK ,32,69,64,100%,73,166,44,50.9,57.20%,50,95,52.6,42.80%,23,71,32.4
Andre Drummond,DET ,24,78,64,100%,92,165,55.8,55.8,99.40%,92,164,56.1,0.60%,0,1,0
Jeff Teague,MIN ,29,70,67,100%,79,165,47.9,54.8,69.70%,56,115,48.7,30.30%,23,50,46
Darius Miller,NOP ,28,76,70,100%,77,165,46.7,62.4,27.30%,25,45,55.6,72.70%,52,120,43.3
Clint Capela,HOU ,24,74,64,100%,119,163,73,73,100%,119,163,73,0.00%,0,0,-
Dillon Brooks,MEM ,22,81,72,100%,68,163,41.7,46,67.50%,54,110,49.1,32.50%,14,53,26.4
Fred VanVleet,TOR ,24,75,64,100%,89,162,54.9,66,54.90%,53,89,59.6,45.10%,36,73,49.3
Allen Crabbe,BKN ,26,73,70,100%,62,162,38.3,50,31.50%,24,51,47.1,68.50%,38,111,34.2
Kyle Korver,CLE ,37,73,66,100%,78,161,48.4,65.2,24.20%,24,39,61.5,75.80%,54,122,44.3
Shelvin Mack,ORL ,28,59,58,100%,75,161,46.6,51.6,69.60%,59,112,52.7,30.40%,16,49,32.7
DeMarre Carroll,BKN ,31,71,66,100%,70,161,43.5,52.5,52.20%,41,84,48.8,47.80%,29,77,37.7
CJ Miles,TOR ,31,69,63,100%,56,161,34.8,45.3,26.10%,22,42,52.4,73.90%,34,119,28.6
Steven Adams,OKC ,24,75,61,100%,98,160,61.3,61.3,99.40%,98,159,61.6,0.60%,0,1,0
Serge Ibaka,TOR ,28,76,66,100%,83,160,51.9,60,63.80%,57,102,55.9,36.30%,26,58,44.8
Nikola Vucevic,ORL ,27,55,53,100%,72,160,45,48.1,78.10%,62,125,49.6,21.90%,10,35,28.6
Jonathon Simmons,ORL ,28,69,64,100%,69,160,43.1,46.3,71.90%,59,115,51.3,28.10%,10,45,22.2
D'Angelo Russell,BKN ,22,47,45,100%,66,160,41.3,46.9,63.80%,48,102,47.1,36.30%,18,58,31
D.J. Augustin,ORL ,30,73,59,100%,75,158,47.5,57.3,52.50%,44,83,53,47.50%,31,75,41.3
Kentavious Caldwell-Pope,LAL ,25,71,64,100%,70,158,44.3,55.1,46.80%,36,74,48.6,53.20%,34,84,40.5
Troy Daniels,PHX ,26,74,62,100%,70,158,44.3,61.7,20.30%,15,32,46.9,79.70%,55,126,43.7
Austin Rivers,LAC ,25,61,56,100%,80,157,51,59.2,59.90%,54,94,57.4,40.10%,26,63,41.3
Kent Bazemore,ATL ,28,64,56,100%,64,157,40.8,49,54.10%,38,85,44.7,45.90%,26,72,36.1
Ian Clark,NOP ,27,64,56,100%,80,156,51.3,59,59.00%,56,92,60.9,41.00%,24,64,37.5
Raymond Felton,OKC ,33,80,73,100%,73,156,46.8,55.4,58.30%,46,91,50.5,41.70%,27,65,41.5
Evan Turner,POR ,29,79,66,100%,70,156,44.9,47.8,79.50%,61,124,49.2,20.50%,9,32,28.1
Joe Harris,BKN ,26,77,67,100%,86,155,55.5,69,43.20%,44,67,65.7,56.80%,42,88,47.7
Luke Kennard,DET ,21,64,61,100%,76,152,50,59.2,57.20%,48,87,55.2,42.80%,28,65,43.1
Doug McDermott,DAL ,26,77,63,100%,75,152,49.3,59.2,57.20%,45,87,51.7,42.80%,30,65,46.2
Jae Crowder,UTA ,27,78,66,100%,69,152,45.4,54.9,46.10%,40,70,57.1,53.90%,29,82,35.4
Shaun Livingston,GSW ,32,71,59,100%,81,151,53.6,53.6,98.00%,81,148,54.7,2.00%,0,3,0
Mario Hezonja,ORL ,23,68,60,100%,63,151,41.7,46.7,57.00%,48,86,55.8,43.00%,15,65,23.1
Kevin Love,CLE ,29,57,55,100%,76,150,50.7,61,51.30%,45,77,58.4,48.70%,31,73,42.5
Brook Lopez,LAL ,30,65,57,100%,71,150,47.3,53,61.30%,54,92,58.7,38.70%,17,58,29.3
Derrick Favors,UTA ,26,76,65,100%,89,149,59.7,60.7,88.60%,86,132,65.2,11.40%,3,17,17.6
Trey Lyles,DEN ,22,59,56,100%,74,149,49.7,57.7,54.40%,50,81,61.7,45.60%,24,68,35.3
Ersan Ilyasova,PHI ,31,67,62,100%,70,147,47.6,56.5,56.50%,44,83,53,43.50%,26,64,40.6
Tyler Johnson,MIA ,26,71,64,100%,63,147,42.9,51.4,52.40%,38,77,49.4,47.60%,25,70,35.7
Pascal Siakam,TOR ,24,77,68,100%,84,146,57.5,60.6,76.00%,75,111,67.6,24.00%,9,35,25.7
Danny Green,SAS ,30,70,62,100%,60,146,41.1,51.4,41.10%,30,60,50,58.90%,30,86,34.9
Reggie Jackson,DET ,28,45,43,100%,62,145,42.8,47.6,73.10%,48,106,45.3,26.90%,14,39,35.9
Delon Wright,TOR ,26,69,60,100%,74,143,51.7,57.7,70.60%,57,101,56.4,29.40%,17,42,40.5
Frank Ntilikina,NYK ,19,76,68,100%,65,143,45.5,51.4,72.00%,48,103,46.6,28.00%,17,40,42.5
Ryan Anderson,HOU ,30,66,57,100%,56,143,39.2,49.3,31.50%,27,45,60,68.50%,29,98,29.6
Jerian Grant,CHI ,25,71,63,100%,65,141,46.1,50.7,73.00%,52,103,50.5,27.00%,13,38,34.2
Wesley Matthews,DAL ,31,63,61,100%,62,141,44,51.8,51.80%,40,73,54.8,48.20%,22,68,32.4
Jodie Meeks,WAS ,30,76,61,100%,56,141,39.7,46.1,50.40%,38,71,53.5,49.60%,18,70,25.7
Anthony Tolliver,DET ,32,79,69,100%,64,140,45.7,60.4,25.00%,23,35,65.7,75.00%,41,105,39
Devin Harris,DEN ,35,69,62,100%,64,140,45.7,54.6,50.70%,39,71,54.9,49.30%,25,69,36.2
Draymond Green,GSW ,28,70,58,100%,65,139,46.8,52.5,56.10%,49,78,62.8,43.90%,16,61,26.2
Wilson Chandler,DEN ,31,74,58,100%,78,138,56.5,63.8,68.80%,58,95,61.1,31.20%,20,43,46.5
Dwight Howard,CHA ,32,78,63,100%,81,137,59.1,59.5,97.80%,80,134,59.7,2.20%,1,3,33.3
Emmanuel Mudiay,NYK ,22,57,51,100%,63,137,46,51.1,70.10%,49,96,51,29.90%,14,41,34.1
Trevor Ariza,HOU ,32,66,58,100%,56,137,40.9,52.6,32.10%,24,44,54.5,67.90%,32,93,34.4
Enes Kanter,NYK ,26,65,60,100%,87,135,64.4,64.4,99.30%,87,134,64.9,0.70%,0,1,0
Brandon Ingram,LAL ,20,59,49,100%,79,135,58.5,62.2,85.90%,69,116,59.5,14.10%,10,19,52.6
Aaron Gordon,ORL ,22,57,49,100%,58,135,43,50.4,61.50%,38,83,45.8,38.50%,20,52,38.5
Justin Holiday,CHI ,29,69,62,100%,54,135,40,50.7,40.70%,25,55,45.5,59.30%,29,80,36.3
Taj Gibson,MIN ,32,81,67,100%,89,134,66.4,66.8,94.80%,88,127,69.3,5.20%,1,7,14.3
Jerami Grant,OKC ,24,78,59,100%,86,134,64.2,67.5,76.90%,77,103,74.8,23.10%,9,31,29
Lonzo Ball,LAL ,20,51,48,100%,54,134,40.3,48.9,45.50%,31,61,50.8,54.50%,23,73,31.5
Al Horford,BOS ,31,69,57,100%,67,132,50.8,56.1,68.20%,53,90,58.9,31.80%,14,42,33.3
Dejounte Murray,SAS ,21,69,57,100%,62,132,47,47.3,92.40%,61,122,50,7.60%,1,10,10
Jonas Valanciunas,TOR ,26,74,54,100%,86,131,65.6,67.6,90.10%,81,118,68.6,9.90%,5,13,38.5
Jarell Martin,MEM ,24,67,51,100%,71,131,54.2,56.9,81.70%,64,107,59.8,18.30%,7,24,29.2
Reggie Bullock,DET ,27,59,54,100%,70,131,53.4,67.2,42.00%,34,55,61.8,58.00%,36,76,47.4
JR Smith,CLE ,32,80,58,100%,55,131,42,54.6,36.60%,22,48,45.8,63.40%,33,83,39.8
Kris Dunn,CHI ,24,52,50,100%,54,131,41.2,43.5,77.90%,48,102,47.1,22.10%,6,29,20.7
Malik Monk,CHA ,20,46,40,100%,48,131,36.6,45.8,48.10%,24,63,38.1,51.90%,24,68,35.3
Evan Fournier,ORL ,25,57,51,100%,60,129,46.5,53.5,61.20%,42,79,53.2,38.80%,18,50,36
Zach Randolph,SAC ,36,53,46,100%,76,128,59.4,64.8,82.00%,62,105,59,18.00%,14,23,60.9
Justise Winslow,MIA ,22,66,54,100%,58,128,45.3,50.8,70.30%,44,90,48.9,29.70%,14,38,36.8
Langston Galloway,DET ,26,53,53,100%,48,128,37.5,48.4,40.60%,20,52,38.5,59.40%,28,76,36.8
Elfrid Payton,PHX ,24,61,55,100%,65,127,51.2,53.5,89.00%,59,113,52.2,11.00%,6,14,42.9
Bryn Forbes,SAS ,24,68,54,100%,54,126,42.9,52.8,51.60%,29,65,44.6,48.40%,25,61,41
Pau Gasol,SAS ,37,77,67,100%,68,125,54.4,56.4,87.20%,63,109,57.8,12.80%,5,16,31.3
Malcolm Brogdon,MIL ,25,46,45,100%,63,125,50.4,56,67.20%,49,84,58.3,32.80%,14,41,34.1
JaMychal Green,MEM ,27,54,50,100%,54,125,43.2,47.2,74.40%,44,93,47.3,25.60%,10,32,31.3
John Wall,WAS ,27,40,39,100%,56,124,45.2,48.8,79.80%,47,99,47.5,20.20%,9,25,36
Avery Bradley,LAC ,27,46,42,100%,59,123,48,54.5,74.80%,43,92,46.7,25.20%,16,31,51.6
Tyler Ulis,PHX ,22,66,55,100%,55,123,44.7,50,70.70%,42,87,48.3,29.30%,13,36,36.1
Darren Collison,IND ,30,66,56,100%,56,122,45.9,50.8,74.60%,44,91,48.4,25.40%,12,31,38.7
Dwight Powell,DAL ,26,77,62,100%,81,121,66.9,69,84.30%,76,102,74.5,15.70%,5,19,26.3
John Collins,ATL ,20,72,57,100%,69,121,57,58.3,91.70%,66,111,59.5,8.30%,3,10,30
Markieff Morris,WAS ,28,71,60,100%,54,121,44.6,51.2,60.30%,38,73,52.1,39.70%,16,48,33.3
Manu Ginobili,SAS ,40,62,56,100%,52,121,43,50.4,53.70%,34,65,52.3,46.30%,18,56,32.1
Norman Powell,TOR ,25,57,44,100%,50,121,41.3,50.8,41.30%,27,50,54,58.70%,23,71,32.4
James Johnson,MIA ,31,70,53,100%,60,120,50,52.9,74.20%,53,89,59.6,25.80%,7,31,22.6
Kosta Koufos,SAC ,29,68,57,100%,72,119,60.5,60.5,100%,72,119,60.5,0.00%,0,0,-
John Henson,MIL ,27,73,58,100%,71,119,59.7,60.1,96.60%,70,115,60.9,3.40%,1,4,25
PJ Tucker,HOU ,33,82,65,100%,46,119,38.7,51.3,31.10%,16,37,43.2,68.90%,30,82,36.6
Tony Snell,MIL ,26,72,60,100%,58,117,49.6,64.5,38.50%,23,45,51.1,61.50%,35,72,48.6
Jaylen Brown,BOS ,21,66,56,100%,47,117,40.2,47.4,57.30%,30,67,44.8,42.70%,17,50,34
Hassan Whiteside,MIA ,28,54,48,100%,66,116,56.9,56.9,100%,66,116,56.9,0.00%,0,0,-
Marcus Smart,BOS ,24,51,44,100%,53,116,45.7,53.4,53.40%,35,62,56.5,46.60%,18,54,33.3
Al-Farouq Aminu,POR ,27,69,58,100%,47,115,40.9,52.6,37.40%,20,43,46.5,62.60%,27,72,37.5
Stanley Johnson,DET ,21,64,53,100%,45,115,39.1,45.2,59.10%,31,68,45.6,40.90%,14,47,29.8
DeAndre Jordan,LAC ,29,77,58,100%,87,113,77,77,100%,87,113,77,0.00%,0,0,-
Rudy Gay,SAS ,31,55,45,100%,64,113,56.6,59.3,82.30%,58,93,62.4,17.70%,6,20,30
Nicolas Batum,CHA ,29,64,58,100%,52,113,46,53.5,61.10%,35,69,50.7,38.90%,17,44,38.6
Vince Carter,SAC ,41,58,50,100%,43,113,38.1,47.3,46.00%,22,52,42.3,54.00%,21,61,34.4
Larry Nance Jr.,CLE ,25,64,51,100%,67,111,60.4,60.8,95.50%,66,106,62.3,4.50%,1,5,20
Nick Young,GSW ,32,65,50,100%,48,110,43.6,55.9,37.30%,21,41,51.2,62.70%,27,69,39.1
Garrett Temple,SAC ,32,61,47,100%,48,110,43.6,53.6,52.70%,26,58,44.8,47.30%,22,52,42.3
Frank Mason,SAC ,24,45,45,100%,43,110,39.1,42.7,74.50%,35,82,42.7,25.50%,8,28,28.6
Greg Monroe,BOS ,27,48,42,100%,65,109,59.6,59.6,100%,65,109,59.6,0.00%,0,0,-
Nemanja Bjelica,MIN ,30,65,51,100%,54,109,49.5,59.6,49.50%,32,54,59.3,50.50%,22,55,40
Gorgui Dieng,MIN ,28,79,55,100%,60,108,55.6,57.9,84.30%,55,91,60.4,15.70%,5,17,29.4
Myles Turner,IND ,22,63,49,100%,67,106,63.2,68.9,71.70%,55,76,72.4,28.30%,12,30,40
Robin Lopez,CHI ,30,58,50,100%,58,106,54.7,54.7,99.10%,58,105,55.2,0.90%,0,1,0
Gerald Green,HOU ,32,37,35,100%,50,106,47.2,63.2,21.70%,16,23,69.6,78.30%,34,83,41
Kyle Anderson,SAS ,24,74,54,100%,64,105,61,62.9,84.80%,60,89,67.4,15.20%,4,16,25
James Ennis III,DET ,27,69,53,100%,52,105,49.5,56.2,57.10%,38,60,63.3,42.90%,14,45,31.1
Milos Teodosic,LAC ,31,45,42,100%,47,104,45.2,61.1,28.80%,14,30,46.7,71.20%,33,74,44.6
Alec Burks,UTA ,26,56,48,100%,41,104,39.4,42.8,73.10%,34,76,44.7,26.90%,7,28,25
Marquese Chriss,PHX ,20,67,55,100%,50,103,48.5,56.3,59.20%,34,61,55.7,40.80%,16,42,38.1
Dragan Bender,PHX ,20,79,58,100%,45,103,43.7,56.3,32.00%,19,33,57.6,68.00%,26,70,37.1
Pat Connaughton,POR ,25,71,49,100%,38,103,36.9,46.6,35.00%,18,36,50,65.00%,20,67,29.9
Jakob Poeltl,TOR ,22,77,56,100%,75,102,73.5,73.5,100%,75,102,73.5,0.00%,0,0,-
George Hill,CLE ,32,62,49,100%,50,102,49,57.4,64.70%,33,66,50,35.30%,17,36,47.2
Jarrett Jack,NYK ,34,53,47,100%,43,101,42.6,44.1,78.20%,40,79,50.6,21.80%,3,22,13.6
Skal Labissiere,SAC ,22,47,38,100%,43,101,42.6,44.1,89.10%,40,90,44.4,10.90%,3,11,27.3
Josh Hart,LAL ,23,58,48,100%,46,100,46,56.5,43.00%,25,43,58.1,57.00%,21,57,36.8
Rudy Gobert,UTA ,25,55,47,100%,68,99,68.7,68.7,100%,68,99,68.7,0.00%,0,0,-
Mario Chalmers,MEM ,32,65,47,100%,52,99,52.5,59.1,60.60%,39,60,65,39.40%,13,39,33.3
Joe Johnson,HOU ,36,54,46,100%,43,99,43.4,49,60.60%,32,60,53.3,39.40%,11,39,28.2
Marreese Speights,ORL ,30,41,36,100%,40,99,40.4,52,37.40%,17,37,45.9,62.60%,23,62,37.1
Kyle O'Quinn,NYK ,28,75,53,100%,62,98,63.3,64.3,93.90%,60,92,65.2,6.10%,2,6,33.3
Michael Kidd-Gilchrist,CHA ,24,71,51,100%,53,98,54.1,54.1,100%,53,98,54.1,0.00%,0,0,-
David Nwaba,CHI ,25,69,58,100%,51,98,52,54.6,82.70%,46,81,56.8,17.30%,5,17,29.4
Trey Burke,NYK ,25,29,29,100%,49,98,50,54.1,75.50%,41,74,55.4,24.50%,8,24,33.3
Paul Millsap,DEN ,33,37,36,100%,40,98,40.8,46.9,64.30%,28,63,44.4,35.70%,12,35,34.3
Dewayne Dedmon,ATL ,28,60,47,100%,56,97,57.7,63.4,67.00%,45,65,69.2,33.00%,11,32,34.4
