name,team,age,gp,wins,losses,min,pts,fgm,fga,fgp,3pm,3pa,3pp,ftm,fta,ft%,orb,drb,reb,ast,tov,stl,blk,pf,fp,dd2,td3,pm
Rodney Purvis,ORL,24,2,2,0,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,2
Abdel Nader,BOS,24,2,0,2,8,2,1,2,50,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3.2,0,0,-2
Dante Exum,UTA,22,2,1,1,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
Travis Wear,LAL,27,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.2,0,0,8
Ante Zizic,CLE,21,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2,0,0,-3
Briante Weber,MEM,25,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-6
Derrick Jones Jr.,MIA,21,2,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.2,0,0,-7
Davon Reed,PHX,22,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3.6,0,0,-8
Derrick White,SAS,23,2,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2,0,0,2
Antonius Cleveland,ATL,24,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-4
Ramon Sessions,WAS,32,2,0,2,5,2,1,2,50,0,1,0,0,0,0,0,1,1,2,0,0,0,2,6.2,0,0,-7
Boban Marjanovic,LAC,29,2,2,0,3,4,1,1,100,0,0,0,2,2,100,0,0,0,0,0,0,0,0,4,0,0,12
Rashad Vaughn,ORL,21,2,0,2,5,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1.2,0,0,-11
Jamel Artis,ORL,25,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1.4,0,0,2
Raul Neto,UTA,26,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,7
Jonathan Gibson,BOS,30,2,1,1,3,2,1,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-4
Xavier Rathan-Mayes,MEM,24,2,0,2,4,2,1,2,50,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3.5,0,0,-3
Jabari Bird,BOS,23,2,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,-7
MarShon Brooks,MEM,29,2,1,1,8,8,2,5,40,2,3,66.7,2,2,100,0,0,0,0,2,0,1,1,9,0,0,10
Emeka Okafor,NOP,35,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jaylen Morris,ATL,22,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Al Jefferson,IND,33,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7
John Holland,CLE,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Quarterman,HOU,23,1,1,0,1,2,0,1,0,0,1,0,2,2,100,0,0,0,0,0,0,0,0,2,0,0,5
Brice Johnson,MEM,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
Bruno Caboclo,SAC,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
Josh Magette,ATL,28,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
Josh Smith,NOP,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Mickey,MIA,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jason Smith,WAS,32,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,-4
Juancho Hernangomez,DEN,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julyan Stone,CHA,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
Jake Layman,POR,24,1,0,1,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Chris McCullough,WAS,23,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-7
Jack Cooley,SAC,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakari Johnson,OKC,22,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Damian Jones,GSW,22,1,1,0,3,6,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8
Quincy Pondexter,CHI,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ivan Rabb,MEM,21,1,0,1,3,3,0,0,0,0,0,0,3,3,100,0,0,0,1,0,1,0,1,7.5,1,0,4
Jon Leuer,DET,29,1,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,-6
Omer Asik,CHI,31,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,-3
Kyle Singler,OKC,30,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Glenn Robinson III,IND,24,1,1,0,0,2,0,0,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,2,0,0,1
Terrance Ferguson,OKC,20,1,1,0,3,3,1,1,100,1,1,100,0,0,0,1,0,1,0,0,0,0,0,4.2,0,0,9
Andre Ingram,LAL,32,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
Mirza Teletovic,MIL,32,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Georgios Papagiannis,POR,20,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Joakim Noah,NYK,33,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5,0,0,2
Joel Bolomboy,MIL,24,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,7.2,0,0,4
Gary Payton II,LAL,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Drew II,NOP,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Alex Poythress,IND,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
Derrick Walton Jr.,MIA,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
Lorenzo Brown,TOR,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Willie Reed,DET,28,1,0,1,2,1,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,1,1,4,0,0,-7
Willy Hernangomez,CHA,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Marquis Teague,MEM,25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
Markelle Fultz,PHI,20,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7
Luke Kornet,NYK,22,1,0,1,6,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-6
Malachi Richardson,TOR,22,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.2,0,0,10
Marcus Paige,CHA,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Dwight Buycks,DET,29,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.2,0,0,4
Zaza Pachulia,GSW,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhou Qi,HOU,22,1,1,0,1,1,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,1,0,4,0,0,5
