name,team,age,gp,g,fgfreq,fgm,fga,fgp,efgp,2fgfreq,2fgm,2fga,2fgp,3pfreq,3pm,3pa,3pp
Quincy Acy,BKN ,27,59,48,100%,29,84,34.5,49.4,10.70%,4,9,44.4,89.30%,25,75,33.3
Jarrett Allen,BKN ,20,63,47,100%,56,83,67.5,68.1,96.40%,55,80,68.8,3.60%,1,3,33.3
Isaiah Taylor,ATL ,23,55,46,100%,42,83,50.6,55.4,67.50%,34,56,60.7,32.50%,8,27,29.6
Zach LaVine,CHI ,23,24,24,100%,27,81,33.3,37,61.70%,21,50,42,38.30%,6,31,19.4
Mike Scott,WAS ,29,66,45,100%,43,80,53.8,64.4,61.30%,26,49,53.1,38.80%,17,31,54.8
Andre Iguodala,GSW ,34,64,45,100%,42,79,53.2,59.5,64.60%,32,51,62.7,35.40%,10,28,35.7
Chandler Parsons,MEM ,29,36,35,100%,41,79,51.9,62,53.20%,25,42,59.5,46.80%,16,37,43.2
Davis Bertans,SAS ,25,40,33,100%,38,78,48.7,61.5,33.30%,18,26,69.2,66.70%,20,52,38.5
Raymond Felton,OKC ,33,72,48,100%,28,78,35.9,44.2,51.30%,15,40,37.5,48.70%,13,38,34.2
Jakob Poeltl,TOR ,22,74,49,100%,55,77,71.4,71.4,100%,55,77,71.4,0.00%,0,0,-
Anthony Tolliver,DET ,32,55,43,100%,44,77,57.1,80.5,16.90%,8,13,61.5,83.10%,36,64,56.3
Maurice Harkless,POR ,25,52,42,100%,41,76,53.9,65.1,47.40%,24,36,66.7,52.60%,17,40,42.5
Ian Clark,NOP ,27,56,39,100%,37,76,48.7,56.6,57.90%,25,44,56.8,42.10%,12,32,37.5
Montrezl Harrell,LAC ,24,65,39,100%,47,75,62.7,63.3,94.70%,46,71,64.8,5.30%,1,4,25
Amir Johnson,PHI ,31,73,46,100%,46,74,62.2,64.9,83.80%,42,62,67.7,16.20%,4,12,33.3
James Ennis III,DET ,27,66,41,100%,38,74,51.4,58.1,62.20%,28,46,60.9,37.80%,10,28,35.7
Thon Maker,MIL ,21,68,42,100%,38,74,51.4,54.7,73.00%,33,54,61.1,27.00%,5,20,25
Corey Brewer,OKC ,32,58,38,100%,32,73,43.8,49.3,60.30%,24,44,54.5,39.70%,8,29,27.6
Joe Johnson,HOU ,36,52,42,100%,28,73,38.4,43.2,61.60%,21,45,46.7,38.40%,7,28,25
Tyrone Wallace,LAC ,23,30,26,100%,44,72,61.1,61.8,88.90%,43,64,67.2,11.10%,1,8,12.5
Jerami Grant,OKC ,24,79,51,100%,40,72,55.6,59.7,66.70%,34,48,70.8,33.30%,6,24,25
Darius Miller,NOP ,28,76,52,100%,34,72,47.2,61.8,31.90%,13,23,56.5,68.10%,21,49,42.9
Pascal Siakam,TOR ,24,77,43,100%,32,72,44.4,47.2,69.40%,28,50,56,30.60%,4,22,18.2
Danilo Gallinari,LAC ,29,21,21,100%,30,72,41.7,47.9,61.10%,21,44,47.7,38.90%,9,28,32.1
Tyler Dorsey,ATL ,22,30,27,100%,27,72,37.5,46.5,38.90%,14,28,50,61.10%,13,44,29.5
Tristan Thompson,CLE ,27,47,31,100%,44,69,63.8,63.8,100%,44,69,63.8,0.00%,0,0,-
C.J. Williams,LAC ,28,29,26,100%,36,67,53.7,60.4,56.70%,27,38,71.1,43.30%,9,29,31
Lance Thomas,NYK ,30,62,40,100%,30,67,44.8,53.7,53.70%,18,36,50,46.30%,12,31,38.7
Luke Kennard,DET ,21,58,34,100%,28,66,42.4,52.3,59.10%,15,39,38.5,40.90%,13,27,48.1
Ian Mahinmi,WAS ,31,70,44,100%,35,65,53.8,53.8,96.90%,35,63,55.6,3.10%,0,2,0
Wayne Selden,MEM ,23,33,30,100%,27,65,41.5,47.7,56.90%,19,37,51.4,43.10%,8,28,28.6
Alex Abrines,OKC ,24,45,32,100%,26,65,40,56.2,24.60%,5,16,31.3,75.40%,21,49,42.9
Mike James,NOP ,27,28,26,100%,22,65,33.8,38.5,63.10%,16,41,39,36.90%,6,24,25
Quinn Cook,GSW ,25,26,22,100%,34,63,54,64.3,52.40%,21,33,63.6,47.60%,13,30,43.3
Timothe Luwawu-Cabarrot,PHI ,23,40,32,100%,31,63,49.2,61.9,39.70%,15,25,60,60.30%,16,38,42.1
Jerryd Bayless,PHI ,29,37,30,100%,29,63,46,57.1,46.00%,15,29,51.7,54.00%,14,34,41.2
Tyus Jones,MIN ,22,75,39,100%,25,63,39.7,41.3,65.10%,23,41,56.1,34.90%,2,22,9.1
Nemanja Bjelica,MIN ,30,60,33,100%,31,62,50,64.5,43.50%,13,27,48.1,56.50%,18,35,51.4
Tyson Chandler,PHX ,35,46,34,100%,39,60,65,65,100%,39,60,65,0.00%,0,0,-
Deyonta Davis,MEM ,21,54,33,100%,38,60,63.3,63.3,100%,38,60,63.3,0.00%,0,0,-
Ed Davis,POR ,28,78,38,100%,35,60,58.3,58.3,100%,35,60,58.3,0.00%,0,0,-
Trey Burke,NYK ,25,23,18,100%,31,60,51.7,56.7,73.30%,25,44,56.8,26.70%,6,16,37.5
Bryn Forbes,SAS ,24,51,32,100%,28,60,46.7,56.7,45.00%,16,27,59.3,55.00%,12,33,36.4
Zach Collins,POR ,20,57,37,100%,23,60,38.3,43.3,53.30%,17,32,53.1,46.70%,6,28,21.4
Mike Muscala,ATL ,26,40,31,100%,20,60,33.3,40,51.70%,12,31,38.7,48.30%,8,29,27.6
Josh Hart,LAL ,23,46,29,100%,27,59,45.8,57.6,40.70%,13,24,54.2,59.30%,14,35,40
Shabazz Napier,POR ,26,42,27,100%,21,59,35.6,42.4,66.10%,13,39,33.3,33.90%,8,20,40
Jose Calderon,CLE ,36,39,30,100%,31,58,53.4,65.5,50.00%,17,29,58.6,50.00%,14,29,48.3
Miles Plumlee,ATL ,29,53,36,100%,36,57,63.2,63.2,100%,36,57,63.2,0.00%,0,0,-
Frank Mason,SAC ,24,46,33,100%,21,54,38.9,41.7,79.60%,18,43,41.9,20.40%,3,11,27.3
Malcolm Delaney,ATL ,29,44,32,100%,17,52,32.7,41.3,50.00%,8,26,30.8,50.00%,9,26,34.6
Malik Monk,CHA ,20,38,28,100%,16,51,31.4,37.3,45.10%,10,23,43.5,54.90%,6,28,21.4
Kyle Korver,CLE ,37,65,30,100%,26,50,52,69,36.00%,9,18,50,64.00%,17,32,53.1
Thabo Sefolosha,UTA ,34,34,27,100%,20,50,40,43,66.00%,17,33,51.5,34.00%,3,17,17.6
Marreese Speights,ORL ,30,34,24,100%,21,49,42.9,57.1,22.40%,7,11,63.6,77.60%,14,38,36.8
Richaun Holmes,PHI ,24,30,24,100%,31,48,64.6,64.6,87.50%,31,42,73.8,12.50%,0,6,0
Jordan Bell,GSW ,23,39,25,100%,29,48,60.4,60.4,100%,29,48,60.4,0.00%,0,0,-
Cameron Payne,CHI ,23,25,21,100%,26,48,54.2,62.5,62.50%,18,30,60,37.50%,8,18,44.4
Luke Babbitt,MIA ,28,31,22,100%,26,48,54.2,71.9,29.20%,9,14,64.3,70.80%,17,34,50
Norman Powell,TOR ,25,43,29,100%,23,48,47.9,58.3,45.80%,13,22,59.1,54.20%,10,26,38.5
Noah Vonleh,CHI ,22,34,24,100%,21,48,43.8,47.9,75.00%,17,36,47.2,25.00%,4,12,33.3
Langston Galloway,DET ,26,36,25,100%,18,48,37.5,45.8,41.70%,10,20,50,58.30%,8,28,28.6
Sindarius Thornwell,LAC ,23,58,30,100%,24,46,52.2,58.7,73.90%,18,34,52.9,26.10%,6,12,50
Jawun Evans,LAC ,21,41,24,100%,21,46,45.7,53.3,71.70%,14,33,42.4,28.30%,7,13,53.8
Delon Wright,TOR ,26,53,27,100%,20,46,43.5,47.8,56.50%,16,26,61.5,43.50%,4,20,20
Andre Roberson,OKC ,26,37,27,100%,27,45,60,61.1,77.80%,26,35,74.3,22.20%,1,10,10
Terrence Ross,ORL ,27,24,21,100%,21,44,47.7,54.5,47.70%,15,21,71.4,52.30%,6,23,26.1
Fred VanVleet,TOR ,24,65,31,100%,21,44,47.7,60.2,43.20%,10,19,52.6,56.80%,11,25,44
Sterling Brown,MIL ,23,37,28,100%,20,44,45.5,54.5,54.50%,12,24,50,45.50%,8,20,40
Salah Mejri,DAL ,31,48,28,100%,27,43,62.8,62.8,100%,27,43,62.8,0.00%,0,0,-
Justin Anderson,PHI ,24,27,21,100%,25,43,58.1,70.9,48.80%,14,21,66.7,51.20%,11,22,50
Kobi Simmons,MEM ,20,26,21,100%,21,43,48.8,51.2,76.70%,19,33,57.6,23.30%,2,10,20
Shaun Livingston,GSW ,32,38,25,100%,21,42,50,50,95.20%,21,40,52.5,4.80%,0,2,0
Wes Iwundu,ORL ,23,45,23,100%,16,42,38.1,39.3,66.70%,15,28,53.6,33.30%,1,14,7.1
Patrick Beverley,LAC ,29,11,11,100%,14,42,33.3,44,45.20%,5,19,26.3,54.80%,9,23,39.1
Joffrey Lauvergne,SAS ,26,28,21,100%,16,41,39,39,97.60%,16,40,40,2.40%,0,1,0
Al Jefferson,IND ,33,27,19,100%,22,40,55,55,97.50%,22,39,56.4,2.50%,0,1,0
Cedi Osman,CLE ,23,29,19,100%,18,40,45,51.3,60.00%,13,24,54.2,40.00%,5,16,31.3
Royce O'Neale,UTA ,24,48,26,100%,22,39,56.4,65.4,61.50%,15,24,62.5,38.50%,7,15,46.7
Omri Casspi,GSW ,29,30,20,100%,21,39,53.8,56.4,89.70%,19,35,54.3,10.30%,2,4,50
Shelvin Mack,ORL ,28,52,28,100%,21,39,53.8,66.7,53.80%,11,21,52.4,46.20%,10,18,55.6
Jameer Nelson,DET ,36,47,24,100%,16,39,41,55.1,33.30%,5,13,38.5,66.70%,11,26,42.3
Mike Conley,MEM ,30,12,11,100%,14,38,36.8,46.1,50.00%,7,19,36.8,50.00%,7,19,36.8
Michael Carter-Williams,CHA ,26,50,26,100%,9,38,23.7,23.7,81.60%,9,31,29,18.40%,0,7,0
Sam Dekker,LAC ,24,52,25,100%,14,37,37.8,39.2,67.60%,13,25,52,32.40%,1,12,8.3
Matthew Dellavedova,MIL ,27,37,23,100%,11,37,29.7,33.8,54.10%,8,20,40,45.90%,3,17,17.6
Vince Carter,SAC ,41,43,30,100%,11,37,29.7,39.2,29.70%,4,11,36.4,70.30%,7,26,26.9
Torrey Craig,DEN ,27,37,24,100%,19,36,52.8,58.3,55.60%,15,20,75,44.40%,4,16,25
Patrick McCaw,GSW ,22,41,24,100%,16,36,44.4,47.2,77.80%,14,28,50,22.20%,2,8,25
Nerlens Noel,DAL ,24,25,19,100%,22,35,62.9,62.9,97.10%,22,34,64.7,2.90%,0,1,0
Tyler Ennis,LAL ,23,34,20,100%,19,35,54.3,57.1,71.40%,17,25,68,28.60%,2,10,20
Jodie Meeks,WAS ,30,54,26,100%,13,35,37.1,48.6,51.40%,5,18,27.8,48.60%,8,17,47.1
Cristiano Felicio,CHI ,25,33,19,100%,26,34,76.5,76.5,100%,26,34,76.5,0.00%,0,0,-
Kevon Looney,GSW ,22,43,20,100%,22,34,64.7,64.7,97.10%,22,33,66.7,2.90%,0,1,0
Dwayne Bacon,CHA ,22,31,20,100%,16,33,48.5,54.5,69.70%,12,23,52.2,30.30%,4,10,40
Sean Kilpatrick,CHI ,28,23,17,100%,14,33,42.4,51.5,42.40%,8,14,57.1,57.60%,6,19,31.6
Damion Lee,ATL ,25,13,12,100%,13,33,39.4,42.4,60.60%,11,20,55,39.40%,2,13,15.4
Derrick Rose,MIN ,29,15,11,100%,19,32,59.4,62.5,81.30%,17,26,65.4,18.80%,2,6,33.3
Daniel Theis,BOS ,26,50,21,100%,18,32,56.3,60.9,78.10%,15,25,60,21.90%,3,7,42.9
Tim Frazier,WAS ,27,42,19,100%,13,32,40.6,50,62.50%,7,20,35,37.50%,6,12,50
Emeka Okafor,NOP ,35,22,17,100%,19,31,61.3,61.3,100%,19,31,61.3,0.00%,0,0,-
Jonathan Isaac,ORL ,20,27,16,100%,15,31,48.4,56.5,67.70%,10,21,47.6,32.30%,5,10,50
Paul Zipser,CHI ,24,34,19,100%,13,31,41.9,50,67.70%,8,21,38.1,32.30%,5,10,50
Josh Huestis,OKC ,26,46,18,100%,10,31,32.3,38.7,41.90%,6,13,46.2,58.10%,4,18,22.2
Tarik Black,HOU ,26,25,17,100%,25,30,83.3,83.3,96.70%,25,29,86.2,3.30%,0,1,0
Patrick Patterson,OKC ,29,68,23,100%,13,30,43.3,56.7,26.70%,5,8,62.5,73.30%,8,22,36.4
Tyler Cavanaugh,ATL ,24,30,19,100%,11,30,36.7,45,36.70%,6,11,54.5,63.30%,5,19,26.3
Johnny O'Bryant III,CHA ,24,27,15,100%,11,30,36.7,40,73.30%,9,22,40.9,26.70%,2,8,25
Brandon Paul,SAS ,27,24,15,100%,9,30,30,35,50.00%,6,15,40,50.00%,3,15,20
Dorian Finney-Smith,DAL ,25,21,15,100%,12,28,42.9,51.8,39.30%,7,11,63.6,60.70%,5,17,29.4
Nik Stauskas,BKN ,24,27,18,100%,10,28,35.7,44.6,32.10%,5,9,55.6,67.90%,5,19,26.3
Danuel House,PHX ,24,15,12,100%,10,28,35.7,41.1,42.90%,7,12,58.3,57.10%,3,16,18.8
Kawhi Leonard,SAS ,26,9,9,100%,12,27,44.4,46.3,66.70%,11,18,61.1,33.30%,1,9,11.1
Treveon Graham,CHA ,24,45,17,100%,12,27,44.4,50,70.40%,9,19,47.4,29.60%,3,8,37.5
Kenneth Faried,DEN ,28,16,13,100%,8,27,29.6,29.6,100%,8,27,29.6,0.00%,0,0,-
Ivan Rabb,MEM ,21,25,16,100%,17,26,65.4,65.4,100%,17,26,65.4,0.00%,0,0,-
Brandan Wright,HOU ,30,23,15,100%,14,26,53.8,53.8,100%,14,26,53.8,0.00%,0,0,-
Dwight Buycks,DET ,29,22,15,100%,10,26,38.5,44.2,61.50%,7,16,43.8,38.50%,3,10,30
Terrance Ferguson,OKC ,20,35,21,100%,8,26,30.8,40.4,26.90%,3,7,42.9,73.10%,5,19,26.3
Jason Terry,MIL ,40,35,21,100%,12,25,48,64,20.00%,4,5,80,80.00%,8,20,40
Willie Reed,DET ,28,26,17,100%,16,24,66.7,66.7,95.80%,16,23,69.6,4.20%,0,1,0
Channing Frye,LAL ,35,31,18,100%,11,24,45.8,54.2,41.70%,7,10,70,58.30%,4,14,28.6
Semi Ojeleye,BOS ,23,54,20,100%,8,24,33.3,47.9,16.70%,1,4,25,83.30%,7,20,35
Joe Young,IND ,25,31,15,100%,15,23,65.2,80.4,52.20%,8,12,66.7,47.80%,7,11,63.6
Eric Moreland,DET ,26,35,16,100%,15,23,65.2,65.2,100%,15,23,65.2,0.00%,0,0,-
Cheick Diallo,NOP ,21,30,16,100%,15,23,65.2,65.2,100%,15,23,65.2,0.00%,0,0,-
DeAndre' Bembry,ATL ,23,23,14,100%,13,23,56.5,63,78.30%,10,18,55.6,21.70%,3,5,60
Abdel Nader,BOS ,24,18,13,100%,7,23,30.4,37,65.20%,4,15,26.7,34.80%,3,8,37.5
Isaiah Canaan,PHX ,27,19,13,100%,9,22,40.9,47.7,50.00%,6,11,54.5,50.00%,3,11,27.3
Raul Neto,UTA ,26,33,15,100%,11,21,52.4,59.5,66.70%,8,14,57.1,33.30%,3,7,42.9
Ekpe Udoh,UTA ,31,45,13,100%,8,21,38.1,38.1,95.20%,8,20,40,4.80%,0,1,0
Luke Kornet,NYK ,22,12,10,100%,7,21,33.3,42.9,42.90%,3,9,33.3,57.10%,4,12,33.3
Arron Afflalo,ORL ,32,30,15,100%,4,21,19,21.4,57.10%,3,12,25,42.90%,1,9,11.1
JaKarr Sampson,SAC ,25,13,11,100%,14,20,70,72.5,95.00%,13,19,68.4,5.00%,1,1,100
Markelle Fultz,PHI ,20,14,12,100%,14,20,70,70,100%,14,20,70,0.00%,0,0,-
Ivica Zubac,LAL ,21,21,13,100%,12,20,60,60,100%,12,20,60,0.00%,0,0,-
Jamil Wilson,LAC ,27,12,9,100%,10,20,50,62.5,25.00%,5,5,100,75.00%,5,15,33.3
Henry Ellenson,DET ,21,13,11,100%,3,20,15,17.5,65.00%,2,13,15.4,35.00%,1,7,14.3
Malik Beasley,DEN ,21,34,12,100%,10,19,52.6,63.2,47.40%,6,9,66.7,52.60%,4,10,40
Shane Larkin,BOS ,25,26,12,100%,10,19,52.6,57.9,84.20%,8,16,50,15.80%,2,3,66.7
Gary Payton II,LAL ,25,11,10,100%,7,19,36.8,42.1,52.60%,5,10,50,47.40%,2,9,22.2
Ramon Sessions,WAS ,32,15,9,100%,7,19,36.8,39.5,68.40%,6,13,46.2,31.60%,1,6,16.7
DeAndre Liggins,NOP ,30,37,14,100%,7,19,36.8,42.1,57.90%,5,11,45.5,42.10%,2,8,25
Derrick Jones Jr.,MIA ,21,9,7,100%,6,19,31.6,34.2,52.60%,5,10,50,47.40%,1,9,11.1
Willy Hernangomez,CHA ,24,18,10,100%,12,18,66.7,66.7,100%,12,18,66.7,0.00%,0,0,-
Johnathan Motley,DAL ,23,5,5,100%,10,18,55.6,55.6,88.90%,10,16,62.5,11.10%,0,2,0
Glenn Robinson III,IND ,24,22,14,100%,10,18,55.6,58.3,77.80%,9,14,64.3,22.20%,1,4,25
Dante Exum,UTA ,22,14,9,100%,8,18,44.4,50,72.20%,6,13,46.2,27.80%,2,5,40
Cody Zeller,CHA ,25,32,16,100%,8,18,44.4,44.4,100%,8,18,44.4,0.00%,0,0,-
MarShon Brooks,MEM ,29,7,7,100%,7,18,38.9,41.7,83.30%,6,15,40,16.70%,1,3,33.3
Jahlil Okafor,BKN ,22,12,10,100%,8,17,47.1,47.1,100%,8,17,47.1,0.00%,0,0,-
Antonio Blakeney,CHI ,21,15,11,100%,7,17,41.2,41.2,82.40%,7,14,50,17.60%,0,3,0
Meyers Leonard,POR ,26,12,9,100%,12,16,75,78.1,75.00%,11,12,91.7,25.00%,1,4,25
Jared Dudley,PHX ,32,22,10,100%,9,16,56.3,75,43.80%,3,7,42.9,56.30%,6,9,66.7
Shaquille Harrison,PHX ,24,18,8,100%,8,16,50,53.1,62.50%,7,10,70,37.50%,1,6,16.7
Myke Henry,MEM ,25,14,8,100%,7,16,43.8,50,56.30%,5,9,55.6,43.80%,2,7,28.6
Rodney McGruder,MIA ,26,12,7,100%,6,16,37.5,46.9,50.00%,3,8,37.5,50.00%,3,8,37.5
TJ Leaf,IND ,21,39,12,100%,6,16,37.5,40.6,62.50%,5,10,50,37.50%,1,6,16.7
Iman Shumpert,SAC ,27,13,11,100%,5,16,31.3,37.5,50.00%,3,8,37.5,50.00%,2,8,25
Alex Caruso,LAL ,24,28,12,100%,4,15,26.7,30,60.00%,3,9,33.3,40.00%,1,6,16.7
Timofey Mozgov,BKN ,31,16,8,100%,7,14,50,50,85.70%,7,12,58.3,14.30%,0,2,0
Mirza Teletovic,MIL ,32,7,6,100%,7,14,50,75,7.10%,0,1,0,92.90%,7,13,53.8
Tony Allen,NOP ,36,17,9,100%,6,14,42.9,46.4,85.70%,5,12,41.7,14.30%,1,2,50
Jordan Mickey,MIA ,23,11,8,100%,6,14,42.9,42.9,85.70%,6,12,50,14.30%,0,2,0
Kyle Collinsworth,DAL ,26,15,6,100%,5,14,35.7,35.7,92.90%,5,13,38.5,7.10%,0,1,0
Malachi Richardson,TOR ,22,13,9,100%,5,14,35.7,39.3,64.30%,4,9,44.4,35.70%,1,5,20
Lucas Nogueira,TOR ,25,17,8,100%,10,13,76.9,76.9,84.60%,10,11,90.9,15.40%,0,2,0
Andrew White III,ATL ,24,10,8,100%,5,13,38.5,50,38.50%,2,5,40,61.50%,3,8,37.5
Shabazz Muhammad,MIL ,25,7,5,100%,5,13,38.5,42.3,84.60%,4,11,36.4,15.40%,1,2,50
Solomon Hill,NOP ,27,12,10,100%,3,13,23.1,26.9,30.80%,2,4,50,69.20%,1,9,11.1
Damyean Dotson,NYK ,24,16,9,100%,3,13,23.1,23.1,53.80%,3,7,42.9,46.20%,0,6,0
Ante Zizic,CLE ,21,10,8,100%,10,12,83.3,83.3,100%,10,12,83.3,0.00%,0,0,-
Dakari Johnson,OKC ,22,9,8,100%,8,12,66.7,66.7,100%,8,12,66.7,0.00%,0,0,-
Isaiah Whitehead,BKN ,23,7,7,100%,7,12,58.3,62.5,75.00%,6,9,66.7,25.00%,1,3,33.3
Isaiah Hicks,NYK ,23,12,5,100%,7,12,58.3,58.3,91.70%,7,11,63.6,8.30%,0,1,0
Darrell Arthur,DEN ,30,12,7,100%,6,12,50,54.2,58.30%,5,7,71.4,41.70%,1,5,20
Juancho Hernangomez,DEN ,22,8,7,100%,5,12,41.7,54.2,16.70%,2,2,100,83.30%,3,10,30
Rodney Purvis,ORL ,24,10,6,100%,5,12,41.7,54.2,50.00%,2,6,33.3,50.00%,3,6,50
Caleb Swanigan,POR ,21,11,6,100%,6,11,54.5,54.5,100%,6,11,54.5,0.00%,0,0,-
Rashad Vaughn,ORL ,21,9,5,100%,5,11,45.5,63.6,18.20%,1,2,50,81.80%,4,9,44.4
Jon Leuer,DET ,29,8,7,100%,7,10,70,70,90.00%,7,9,77.8,10.00%,0,1,0
Jalen Jones,DAL ,25,6,3,100%,6,10,60,75,50.00%,3,5,60,50.00%,3,5,60
Aaron Harrison,DAL ,23,8,6,100%,1,10,10,15,50.00%,0,5,0,50.00%,1,5,20
Boban Marjanovic,LAC ,29,13,4,100%,5,9,55.6,55.6,100%,5,9,55.6,0.00%,0,0,-
Nigel Hayes,SAC ,23,5,4,100%,5,9,55.6,61.1,55.60%,4,5,80,44.40%,1,4,25
Josh Magette,ATL ,28,9,6,100%,3,9,33.3,38.9,44.40%,2,4,50,55.60%,1,5,20
Jamel Artis,ORL ,25,9,7,100%,3,9,33.3,44.4,33.30%,1,3,33.3,66.70%,2,6,33.3
Davon Reed,PHX ,22,7,5,100%,3,9,33.3,44.4,55.60%,1,5,20,44.40%,2,4,50
Brandon Jennings,MIL ,28,11,4,100%,1,9,11.1,16.7,55.60%,0,5,0,44.40%,1,4,25
Guerschon Yabusele,BOS ,22,12,6,100%,6,8,75,93.8,62.50%,3,5,60,37.50%,3,3,100
Josh Gray,PHX ,24,4,2,100%,4,8,50,62.5,50.00%,2,4,50,50.00%,2,4,50
Okaro White,CLE ,25,5,4,100%,3,8,37.5,50,25.00%,1,2,50,75.00%,2,6,33.3
Xavier Rathan-Mayes,MEM ,24,5,4,100%,2,8,25,25,37.50%,2,3,66.7,62.50%,0,5,0
Quincy Pondexter,CHI ,30,7,6,100%,1,8,12.5,12.5,37.50%,1,3,33.3,62.50%,0,5,0
Khem Birch,ORL ,25,18,5,100%,1,8,12.5,12.5,100%,1,8,12.5,0.00%,0,0,-
Troy Williams,NYK ,23,8,4,100%,4,7,57.1,64.3,71.40%,3,5,60,28.60%,1,2,50
Briante Weber,MEM ,25,10,6,100%,4,6,66.7,66.7,83.30%,4,5,80,16.70%,0,1,0
Ron Baker,NYK ,25,15,5,100%,3,6,50,58.3,50.00%,2,3,66.7,50.00%,1,3,33.3
Alec Peters,PHX ,23,6,3,100%,3,6,50,66.7,16.70%,1,1,100,83.30%,2,5,40
Kay Felder,DET ,23,6,3,100%,2,6,33.3,33.3,66.70%,2,4,50,33.30%,0,2,0
Malcolm Miller,TOR ,25,5,4,100%,2,6,33.3,41.7,16.70%,1,1,100,83.30%,1,5,20
RJ Hunter,HOU ,24,1,1,100%,2,6,33.3,41.7,16.70%,1,1,100,83.30%,1,5,20
Jack Cooley,SAC ,27,6,4,100%,1,6,16.7,16.7,100%,1,6,16.7,0.00%,0,0,-
Omer Asik,CHI ,31,12,5,100%,1,6,16.7,16.7,100%,1,6,16.7,0.00%,0,0,-
Marquis Teague,MEM ,25,3,3,100%,0,6,0,0,83.30%,0,5,0,16.70%,0,1,0
Andrew Bogut,LAL ,33,13,3,100%,4,5,80,80,100%,4,5,80,0.00%,0,0,-
Jaylen Morris,ATL ,22,6,4,100%,2,5,40,40,100%,2,5,40,0.00%,0,0,-
Ryan Arcidiacono,CHI ,24,13,5,100%,2,5,40,50,20.00%,1,1,100,80.00%,1,4,25
Travis Wear,LAL ,27,10,4,100%,2,5,40,60,20.00%,0,1,0,80.00%,2,4,50
Georgios Papagiannis,POR ,20,5,2,100%,2,5,40,40,100%,2,5,40,0.00%,0,0,-
Andre Ingram,LAL ,32,2,1,100%,2,5,40,50,40.00%,1,2,50,60.00%,1,3,33.3
Jason Smith,WAS ,32,7,3,100%,2,5,40,40,40.00%,2,2,100,60.00%,0,3,0
Omari Johnson,MEM ,29,3,2,100%,3,4,75,75,75.00%,3,3,100,25.00%,0,1,0
Antonius Cleveland,ATL ,24,12,3,100%,3,4,75,100,50.00%,1,2,50,50.00%,2,2,100
Derrick White,SAS ,23,3,1,100%,2,4,50,50,75.00%,2,3,66.7,25.00%,0,1,0
Aaron Brooks,MIN ,33,6,3,100%,2,4,50,62.5,75.00%,1,3,33.3,25.00%,1,1,100
John Holland,CLE ,29,4,2,100%,1,4,25,25,50.00%,1,2,50,50.00%,0,2,0
Kadeem Allen,BOS ,25,6,3,100%,1,4,25,25,50.00%,1,2,50,50.00%,0,2,0
James Young,PHI ,22,5,3,100%,1,4,25,37.5,25.00%,0,1,0,75.00%,1,3,33.3
David West,GSW ,37,3,2,100%,2,3,66.7,66.7,100%,2,3,66.7,0.00%,0,0,-
Damien Wilkins,IND ,38,7,3,100%,2,3,66.7,66.7,100%,2,3,66.7,0.00%,0,0,-
Richard Jefferson,DEN ,37,7,3,100%,2,3,66.7,66.7,100%,2,3,66.7,0.00%,0,0,-
Jabari Bird,BOS ,23,3,1,100%,1,3,33.3,50,33.30%,0,1,0,66.70%,1,2,50
Jeremy Lin,BKN ,29,1,1,100%,1,3,33.3,33.3,100%,1,3,33.3,0.00%,0,0,-
Derrick Walton Jr.,MIA ,23,7,3,100%,1,3,33.3,50,33.30%,0,1,0,66.70%,1,2,50
Bobby Brown,HOU ,33,2,2,100%,1,3,33.3,50,0.00%,0,0,-,100%,1,3,33.3
Jonathan Gibson,BOS ,30,1,1,100%,1,3,33.3,33.3,66.70%,1,2,50,33.30%,0,1,0
Jake Layman,POR ,24,6,3,100%,0,3,0,0,33.30%,0,1,0,66.70%,0,2,0
Marcus Georges-Hunt,MIN ,24,8,2,100%,0,3,0,0,0.00%,0,0,-,100%,0,3,0
Jordan Crawford,NOP ,29,2,2,100%,2,2,100,150,0.00%,0,0,-,100%,2,2,100
Walter Lemon Jr.,NOP ,25,3,2,100%,2,2,100,100,100%,2,2,100,0.00%,0,0,-
Adreian Payne,ORL ,27,1,1,100%,2,2,100,125,50.00%,1,1,100,50.00%,1,1,100
Derrick Williams,LAL ,27,1,1,100%,1,2,50,50,50.00%,1,1,100,50.00%,0,1,0
Zhou Qi,HOU ,22,1,1,100%,1,2,50,50,50.00%,1,1,100,50.00%,0,1,0
Wade Baldwin IV,POR ,22,3,2,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Julyan Stone,CHA ,29,7,2,100%,1,2,50,75,0.00%,0,0,-,100%,1,2,50
Brice Johnson,MEM ,23,2,1,100%,1,2,50,50,100%,1,2,50,0.00%,0,0,-
Gordon Hayward,BOS ,28,1,1,100%,1,2,50,50,50.00%,1,1,100,50.00%,0,1,0
Milton Doyle,BKN ,24,4,2,100%,1,2,50,50,50.00%,1,1,100,50.00%,0,1,0
James Webb III,BKN ,24,7,2,100%,0,2,0,0,0.00%,0,0,-,100%,0,2,0
Kyle Singler,OKC ,30,1,1,100%,0,2,0,0,100%,0,2,0,0.00%,0,0,-
Chinanu Onuaku,HOU ,21,1,1,100%,0,2,0,0,100%,0,2,0,0.00%,0,0,-
Larry Drew II,NOP ,28,2,1,100%,1,1,100,100,100%,1,1,100,0.00%,0,0,-
