name,team,age,gp,g,fgfreq,fgm,fga,fgp,efgp,2fgfreq,2fgm,2fga,2fgp,3pfreq,3pm,3pa,3pp
Alex Len,PHX ,24,56,39,100%,57,82,69.5,69.5,100%,57,82,69.5,0.00%,0,0,-
Kyle O'Quinn,NYK ,28,66,44,100%,54,82,65.9,66.5,96.30%,53,79,67.1,3.70%,1,3,33.3
Larry Nance Jr.,CLE ,25,51,38,100%,51,81,63,63,100%,51,81,63,0.00%,0,0,-
Deyonta Davis,MEM ,21,55,37,100%,48,81,59.3,59.3,100%,48,81,59.3,0.00%,0,0,-
Kosta Koufos,SAC ,29,57,46,100%,46,81,56.8,56.8,100%,46,81,56.8,0.00%,0,0,-
Jarrett Jack,NYK ,34,43,33,100%,40,81,49.4,51.9,82.70%,36,67,53.7,17.30%,4,14,28.6
Zach Collins,POR ,20,54,38,100%,36,81,44.4,53.1,58.00%,22,47,46.8,42.00%,14,34,41.2
Treveon Graham,CHA ,24,58,42,100%,26,81,32.1,39.5,48.10%,14,39,35.9,51.90%,12,42,28.6
Vince Carter,SAC ,41,40,35,100%,34,80,42.5,51.9,42.50%,19,34,55.9,57.50%,15,46,32.6
Zach Randolph,SAC ,36,30,28,100%,41,79,51.9,53.8,78.50%,38,62,61.3,21.50%,3,17,17.6
Luc Mbah a Moute,HOU ,31,55,41,100%,40,78,51.3,60.3,46.20%,26,36,72.2,53.80%,14,42,33.3
Marquese Chriss,PHX ,20,58,40,100%,40,77,51.9,59.1,59.70%,29,46,63,40.30%,11,31,35.5
Channing Frye,LAL ,35,44,37,100%,36,77,46.8,56.5,46.80%,21,36,58.3,53.20%,15,41,36.6
Jawun Evans,LAC ,21,44,31,100%,32,77,41.6,42.9,81.80%,30,63,47.6,18.20%,2,14,14.3
Michael Carter-Williams,CHA ,26,52,39,100%,26,77,33.8,39,70.10%,18,54,33.3,29.90%,8,23,34.8
John Henson,MIL ,27,54,41,100%,39,76,51.3,51.3,98.70%,39,75,52,1.30%,0,1,0
Noah Vonleh,CHI ,22,45,32,100%,33,76,43.4,49.3,65.80%,24,50,48,34.20%,9,26,34.6
Henry Ellenson,DET ,21,35,30,100%,30,76,39.5,47.4,56.60%,18,43,41.9,43.40%,12,33,36.4
Taj Gibson,MIN ,32,73,44,100%,54,75,72,72.7,94.70%,53,71,74.6,5.30%,1,4,25
Cristiano Felicio,CHI ,25,51,37,100%,49,75,65.3,65.3,98.70%,49,74,66.2,1.30%,0,1,0
Richaun Holmes,PHI ,24,42,33,100%,34,75,45.3,46,80.00%,33,60,55,20.00%,1,15,6.7
Jameer Nelson,DET ,36,45,35,100%,26,75,34.7,41.3,53.30%,16,40,40,46.70%,10,35,28.6
Greg Monroe,BOS ,27,37,30,100%,41,74,55.4,55.4,100%,41,74,55.4,0.00%,0,0,-
Bismack Biyombo,ORL ,25,62,41,100%,43,73,58.9,58.9,100%,43,73,58.9,0.00%,0,0,-
Willy Hernangomez,CHA ,24,44,31,100%,43,73,58.9,61.6,89.00%,39,65,60,11.00%,4,8,50
Trevor Booker,IND ,30,53,33,100%,41,73,56.2,58.9,87.70%,37,64,57.8,12.30%,4,9,44.4
Corey Brewer,OKC ,32,59,38,100%,34,73,46.6,50,68.50%,29,50,58,31.50%,5,23,21.7
Kevin Love,CLE ,29,45,34,100%,26,73,35.6,43.8,45.20%,14,33,42.4,54.80%,12,40,30
Bam Adebayo,MIA ,20,55,33,100%,48,72,66.7,66.7,100%,48,72,66.7,0.00%,0,0,-
Wayne Selden,MEM ,23,28,26,100%,36,72,50,63.2,44.40%,17,32,53.1,55.60%,19,40,47.5
Myles Turner,IND ,22,48,35,100%,31,72,43.1,45.8,77.80%,27,56,48.2,22.20%,4,16,25
Joe Young,IND ,25,43,28,100%,29,72,40.3,45.1,68.10%,22,49,44.9,31.90%,7,23,30.4
Paul Zipser,CHI ,24,45,35,100%,25,72,34.7,41,51.40%,16,37,43.2,48.60%,9,35,25.7
Reggie Bullock,DET ,27,47,33,100%,33,71,46.5,55.6,46.50%,20,33,60.6,53.50%,13,38,34.2
Tyler Ennis,LAL ,23,38,27,100%,30,71,42.3,45.1,78.90%,26,56,46.4,21.10%,4,15,26.7
Thon Maker,MIL ,21,59,38,100%,26,71,36.6,39.4,69.00%,22,49,44.9,31.00%,4,22,18.2
Boban Marjanovic,LAC ,29,29,25,100%,44,70,62.9,62.9,100%,44,70,62.9,0.00%,0,0,-
Malcolm Delaney,ATL ,29,46,30,100%,38,70,54.3,67.1,50.00%,20,35,57.1,50.00%,18,35,51.4
Milos Teodosic,LAC ,31,40,32,100%,31,70,44.3,55,30.00%,16,21,76.2,70.00%,15,49,30.6
Malik Beasley,DEN ,21,52,31,100%,31,70,44.3,52.9,55.70%,19,39,48.7,44.30%,12,31,38.7
Rudy Gobert,UTA ,25,52,37,100%,50,69,72.5,72.5,100%,50,69,72.5,0.00%,0,0,-
Zach LaVine,CHI ,23,17,16,100%,30,69,43.5,53.6,62.30%,16,43,37.2,37.70%,14,26,53.8
Johnny O'Bryant III,CHA ,24,27,25,100%,26,69,37.7,39.9,78.30%,23,54,42.6,21.70%,3,15,20
Omri Casspi,GSW ,29,44,31,100%,42,68,61.8,64.7,91.20%,38,62,61.3,8.80%,4,6,66.7
Tony Parker,SAS ,36,39,30,100%,39,68,57.4,58.8,94.10%,37,64,57.8,5.90%,2,4,50
Dwight Buycks,DET ,29,27,23,100%,35,68,51.5,56.6,75.00%,28,51,54.9,25.00%,7,17,41.2
Patrick McCaw,GSW ,22,48,32,100%,32,68,47.1,53.7,57.40%,23,39,59,42.60%,9,29,31
Daniel Theis,BOS ,26,48,35,100%,38,67,56.7,61.2,67.20%,32,45,71.1,32.80%,6,22,27.3
Terrance Ferguson,OKC ,20,44,25,100%,33,67,49.3,62.7,31.30%,15,21,71.4,68.70%,18,46,39.1
Timothe Luwawu-Cabarrot,PHI ,23,42,29,100%,33,66,50,63.6,40.90%,15,27,55.6,59.10%,18,39,46.2
Maurice Harkless,POR ,25,43,29,100%,37,65,56.9,65.4,70.80%,26,46,56.5,29.20%,11,19,57.9
Thabo Sefolosha,UTA ,34,35,29,100%,33,65,50.8,57.7,60.00%,24,39,61.5,40.00%,9,26,34.6
George Hill,CLE ,32,43,28,100%,32,65,49.2,62.3,49.20%,15,32,46.9,50.80%,17,33,51.5
Wesley Johnson,LAC ,30,52,35,100%,28,65,43.1,54.6,35.40%,13,23,56.5,64.60%,15,42,35.7
Mason Plumlee,DEN ,28,56,36,100%,43,64,67.2,67.2,100%,43,64,67.2,0.00%,0,0,-
Ian Mahinmi,WAS ,31,59,37,100%,42,64,65.6,65.6,100%,42,64,65.6,0.00%,0,0,-
Semi Ojeleye,BOS ,23,53,30,100%,27,63,42.9,55.6,38.10%,11,24,45.8,61.90%,16,39,41
Abdel Nader,BOS ,24,35,25,100%,23,63,36.5,46,50.80%,11,32,34.4,49.20%,12,31,38.7
DeAndre Jordan,LAC ,29,62,41,100%,42,62,67.7,67.7,100%,42,62,67.7,0.00%,0,0,-
Dwayne Bacon,CHA ,22,49,30,100%,22,62,35.5,35.5,80.60%,22,50,44,19.40%,0,12,0
Tony Snell,MIL ,26,60,37,100%,22,62,35.5,44.4,33.90%,11,21,52.4,66.10%,11,41,26.8
Joffrey Lauvergne,SAS ,26,46,26,100%,39,61,63.9,63.9,100%,39,61,63.9,0.00%,0,0,-
Michael Kidd-Gilchrist,CHA ,24,51,33,100%,30,61,49.2,49.2,100%,30,61,49.2,0.00%,0,0,-
Arron Afflalo,ORL ,32,40,31,100%,29,61,47.5,59,55.70%,15,34,44.1,44.30%,14,27,51.9
Jason Smith,WAS ,32,24,21,100%,26,61,42.6,43.4,78.70%,25,48,52.1,21.30%,1,13,7.7
Hassan Whiteside,MIA ,28,31,23,100%,40,60,66.7,67.5,98.30%,39,59,66.1,1.70%,1,1,100
Brook Lopez,LAL ,30,33,26,100%,29,60,48.3,55,60.00%,21,36,58.3,40.00%,8,24,33.3
Justin Anderson,PHI ,24,34,22,100%,19,59,32.2,37.3,47.50%,13,28,46.4,52.50%,6,31,19.4
Khem Birch,ORL ,25,35,23,100%,35,57,61.4,61.4,100%,35,57,61.4,0.00%,0,0,-
Maxi Kleber,DAL ,26,45,30,100%,29,57,50.9,57.9,54.40%,21,31,67.7,45.60%,8,26,30.8
Paul Millsap,DEN ,33,29,21,100%,27,57,47.4,50,68.40%,24,39,61.5,31.60%,3,18,16.7
Shabazz Muhammad,MIL ,25,36,25,100%,24,57,42.1,43.9,84.20%,22,48,45.8,15.80%,2,9,22.2
TJ Leaf,IND ,21,33,23,100%,24,57,42.1,45.6,77.20%,20,44,45.5,22.80%,4,13,30.8
Jerryd Bayless,PHI ,29,36,24,100%,23,57,40.4,51.8,33.30%,10,19,52.6,66.70%,13,38,34.2
Ed Davis,POR ,28,71,37,100%,37,56,66.1,66.1,100%,37,56,66.1,0.00%,0,0,-
Cheick Diallo,NOP ,21,44,27,100%,33,56,58.9,58.9,100%,33,56,58.9,0.00%,0,0,-
Wes Iwundu,ORL ,23,54,33,100%,33,56,58.9,61.6,82.10%,30,46,65.2,17.90%,3,10,30
Cedi Osman,CLE ,23,52,27,100%,29,56,51.8,60.7,51.80%,19,29,65.5,48.20%,10,27,37
Jabari Parker,MIL ,23,27,21,100%,28,56,50,56.3,67.90%,21,38,55.3,32.10%,7,18,38.9
Marvin Williams,CHA ,31,57,29,100%,21,56,37.5,46.4,39.30%,11,22,50,60.70%,10,34,29.4
Josh Huestis,OKC ,26,58,35,100%,20,56,35.7,47.3,26.80%,7,15,46.7,73.20%,13,41,31.7
Nik Stauskas,BKN ,24,30,21,100%,20,56,35.7,50.9,32.10%,3,18,16.7,67.90%,17,38,44.7
Sindarius Thornwell,LAC ,23,64,31,100%,30,55,54.5,60,72.70%,24,40,60,27.30%,6,15,40
Dante Cunningham,BKN ,31,52,36,100%,26,55,47.3,53.6,56.40%,19,31,61.3,43.60%,7,24,29.2
Enes Kanter,NYK ,26,40,25,100%,31,54,57.4,57.4,98.10%,31,53,58.5,1.90%,0,1,0
Quinn Cook,GSW ,25,31,23,100%,28,54,51.9,61.1,57.40%,18,31,58.1,42.60%,10,23,43.5
Raul Neto,UTA ,26,35,24,100%,27,54,50,56.5,72.20%,20,39,51.3,27.80%,7,15,46.7
Luke Babbitt,MIA ,28,38,30,100%,25,54,46.3,59.3,29.60%,11,16,68.8,70.40%,14,38,36.8
Cody Zeller,CHA ,25,31,24,100%,34,53,64.2,66,94.30%,32,50,64,5.70%,2,3,66.7
Kevon Looney,GSW ,22,52,29,100%,33,53,62.3,63.2,96.20%,32,51,62.7,3.80%,1,2,50
Tyler Zeller,MIL ,28,42,32,100%,32,53,60.4,60.4,96.20%,32,51,62.7,3.80%,0,2,0
Al Jefferson,IND ,33,26,23,100%,24,52,46.2,46.2,96.20%,24,50,48,3.80%,0,2,0
Sterling Brown,MIL ,23,38,27,100%,29,51,56.9,65.7,62.70%,20,32,62.5,37.30%,9,19,47.4
Antonio Blakeney,CHI ,21,18,15,100%,22,51,43.1,51,60.80%,14,31,45.2,39.20%,8,20,40
Ivica Zubac,LAL ,21,36,24,100%,28,50,56,56,98.00%,28,49,57.1,2.00%,0,1,0
Kobi Simmons,MEM ,20,28,20,100%,20,50,40,44,74.00%,16,37,43.2,26.00%,4,13,30.8
Brandon Paul,SAS ,27,54,28,100%,28,49,57.1,62.2,65.30%,23,32,71.9,34.70%,5,17,29.4
Tim Frazier,WAS ,27,49,28,100%,19,49,38.8,41.8,67.30%,16,33,48.5,32.70%,3,16,18.8
Jason Terry,MIL ,40,45,33,100%,12,48,25,32.3,25.00%,5,12,41.7,75.00%,7,36,19.4
Mike Conley,MEM ,30,12,12,100%,23,47,48.9,56.4,53.20%,16,25,64,46.80%,7,22,31.8
Lance Thomas,NYK ,30,45,24,100%,15,46,32.6,41.3,54.30%,7,25,28,45.70%,8,21,38.1
Jahlil Okafor,BKN ,22,20,15,100%,30,45,66.7,67.8,95.60%,29,43,67.4,4.40%,1,2,50
Tarik Black,HOU ,26,42,22,100%,24,45,53.3,53.3,82.20%,24,37,64.9,17.80%,0,8,0
Cameron Payne,CHI ,23,19,19,100%,18,45,40,48.9,44.40%,10,20,50,55.60%,8,25,32
Danilo Gallinari,LAC ,29,18,18,100%,17,45,37.8,44.4,53.30%,11,24,45.8,46.70%,6,21,28.6
Alec Peters,PHX ,23,20,17,100%,15,45,33.3,42.2,24.40%,7,11,63.6,75.60%,8,34,23.5
Marcin Gortat,WAS ,34,46,27,100%,23,43,53.5,53.5,100%,23,43,53.5,0.00%,0,0,-
Matthew Dellavedova,MIL ,27,34,24,100%,22,43,51.2,67.4,32.60%,8,14,57.1,67.40%,14,29,48.3
Troy Williams,NYK ,23,21,17,100%,19,43,44.2,47.7,55.80%,16,24,66.7,44.20%,3,19,15.8
C.J. Williams,LAC ,28,33,23,100%,18,43,41.9,46.5,55.80%,14,24,58.3,44.20%,4,19,21.1
Rodney Purvis,ORL ,24,15,13,100%,15,43,34.9,40.7,55.80%,10,24,41.7,44.20%,5,19,26.3
Tyler Cavanaugh,ATL ,24,30,20,100%,22,42,52.4,65.5,45.20%,11,19,57.9,54.80%,11,23,47.8
Robin Lopez,CHI ,30,25,20,100%,19,42,45.2,45.2,97.60%,19,41,46.3,2.40%,0,1,0
Ramon Sessions,WAS ,32,25,21,100%,18,42,42.9,46.4,76.20%,15,32,46.9,23.80%,3,10,30
Jonas Valanciunas,TOR ,26,37,23,100%,24,41,58.5,58.5,97.60%,24,40,60,2.40%,0,1,0
Aron Baynes,BOS ,31,38,24,100%,23,41,56.1,56.1,95.10%,23,39,59,4.90%,0,2,0
Amir Johnson,PHI ,31,55,28,100%,20,40,50,50,90.00%,20,36,55.6,10.00%,0,4,0
Terrence Ross,ORL ,27,19,16,100%,18,40,45,56.3,45.00%,9,18,50,55.00%,9,22,40.9
Chris McCullough,WAS ,23,18,16,100%,17,40,42.5,43.8,80.00%,16,32,50,20.00%,1,8,12.5
Bobby Brown,HOU ,33,19,18,100%,14,40,35,45,30.00%,6,12,50,70.00%,8,28,28.6
Tristan Thompson,CLE ,27,38,23,100%,27,39,69.2,69.2,100%,27,39,69.2,0.00%,0,0,-
Ekpe Udoh,UTA ,31,55,25,100%,25,39,64.1,64.1,100%,25,39,64.1,0.00%,0,0,-
Danuel House,PHX ,24,20,16,100%,24,39,61.5,66.7,64.10%,20,25,80,35.90%,4,14,28.6
Luke Kornet,NYK ,22,17,17,100%,19,39,48.7,59,38.50%,11,15,73.3,61.50%,8,24,33.3
Derrick Rose,MIN ,29,16,13,100%,17,39,43.6,43.6,82.10%,17,32,53.1,17.90%,0,7,0
Kyle Collinsworth,DAL ,26,30,16,100%,14,38,36.8,36.8,81.60%,14,31,45.2,18.40%,0,7,0
Alex Caruso,LAL ,24,30,19,100%,18,37,48.6,55.4,62.20%,13,23,56.5,37.80%,5,14,35.7
Isaiah Whitehead,BKN ,23,13,12,100%,15,37,40.5,44.6,75.70%,12,28,42.9,24.30%,3,9,33.3
Shaquille Harrison,PHX ,24,22,14,100%,23,36,63.9,66.7,80.60%,21,29,72.4,19.40%,2,7,28.6
MarShon Brooks,MEM ,29,7,7,100%,18,36,50,65.3,55.60%,7,20,35,44.40%,11,16,68.8
Jordan Bell,GSW ,23,41,22,100%,24,35,68.6,68.6,91.40%,24,32,75,8.60%,0,3,0
Ivan Rabb,MEM ,21,30,18,100%,19,35,54.3,54.3,100%,19,35,54.3,0.00%,0,0,-
Eric Moreland,DET ,26,48,17,100%,19,35,54.3,54.3,100%,19,35,54.3,0.00%,0,0,-
Aaron Brooks,MIN ,33,29,19,100%,16,35,45.7,55.7,51.40%,9,18,50,48.60%,7,17,41.2
OG Anunoby,TOR ,20,31,21,100%,16,35,45.7,58.6,25.70%,7,9,77.8,74.30%,9,26,34.6
Juancho Hernangomez,DEN ,22,22,14,100%,14,35,40,50,34.30%,7,12,58.3,65.70%,7,23,30.4
Davon Reed,PHX ,22,20,15,100%,12,35,34.3,41.4,51.40%,7,18,38.9,48.60%,5,17,29.4
Jamel Artis,ORL ,25,13,13,100%,15,34,44.1,48.5,73.50%,12,25,48,26.50%,3,9,33.3
Chandler Parsons,MEM ,29,26,18,100%,12,34,35.3,41.2,47.10%,8,16,50,52.90%,4,18,22.2
JaVale McGee,GSW ,30,24,17,100%,17,33,51.5,51.5,84.80%,17,28,60.7,15.20%,0,5,0
Isaiah Canaan,PHX ,27,17,14,100%,17,33,51.5,62.1,45.50%,10,15,66.7,54.50%,7,18,38.9
Lucas Nogueira,TOR ,25,30,19,100%,19,32,59.4,64.1,71.90%,16,23,69.6,28.10%,3,9,33.3
Malachi Richardson,TOR ,22,19,15,100%,14,32,43.8,53.1,59.40%,8,19,42.1,40.60%,6,13,46.2
Jonathan Isaac,ORL ,20,23,16,100%,13,32,40.6,45.3,75.00%,10,24,41.7,25.00%,3,8,37.5
Jake Layman,POR ,24,29,13,100%,12,32,37.5,43.8,50.00%,8,16,50,50.00%,4,16,25
John Holland,CLE ,29,22,16,100%,8,31,25.8,35.5,29.00%,2,9,22.2,71.00%,6,22,27.3
Torrey Craig,DEN ,27,35,15,100%,14,30,46.7,51.7,66.70%,11,20,55,33.30%,3,10,30
Myke Henry,MEM ,25,20,11,100%,12,30,40,51.7,36.70%,5,11,45.5,63.30%,7,19,36.8
Tony Allen,NOP ,36,16,13,100%,20,29,69,69,100%,20,29,69,0.00%,0,0,-
Ante Zizic,CLE ,21,28,17,100%,20,29,69,69,100%,20,29,69,0.00%,0,0,-
Damion Lee,ATL ,25,15,13,100%,15,29,51.7,55.2,69.00%,13,20,65,31.00%,2,9,22.2
DeAndre' Bembry,ATL ,23,22,17,100%,13,29,44.8,50,69.00%,10,20,50,31.00%,3,9,33.3
Jared Dudley,PHX ,32,34,16,100%,12,29,41.4,53.4,27.60%,5,8,62.5,72.40%,7,21,33.3
Milton Doyle,BKN ,24,10,10,100%,10,29,34.5,41.4,44.80%,6,13,46.2,55.20%,4,16,25
Jose Calderon,CLE ,36,42,18,100%,17,28,60.7,69.6,64.30%,12,18,66.7,35.70%,5,10,50
Jalen Jones,DAL ,25,15,12,100%,13,28,46.4,57.1,53.60%,7,15,46.7,46.40%,6,13,46.2
DeAndre Liggins,NOP ,30,45,21,100%,11,28,39.3,48.2,50.00%,6,14,42.9,50.00%,5,14,35.7
Kay Felder,DET ,23,15,14,100%,5,28,17.9,19.6,64.30%,4,18,22.2,35.70%,1,10,10
Nene,HOU ,35,29,18,100%,15,27,55.6,55.6,96.30%,15,26,57.7,3.70%,0,1,0
Tyrone Wallace,LAC ,23,29,14,100%,17,26,65.4,69.2,88.50%,15,23,65.2,11.50%,2,3,66.7
Miles Plumlee,ATL ,29,34,19,100%,16,26,61.5,61.5,100%,16,26,61.5,0.00%,0,0,-
Dante Exum,UTA ,22,14,12,100%,14,26,53.8,53.8,84.60%,14,22,63.6,15.40%,0,4,0
Tyson Chandler,PHX ,35,34,16,100%,14,26,53.8,53.8,100%,14,26,53.8,0.00%,0,0,-
Marcus Georges-Hunt,MIN ,24,33,13,100%,13,26,50,53.8,69.20%,11,18,61.1,30.80%,2,8,25
Markelle Fultz,PHI ,20,14,13,100%,10,26,38.5,38.5,100%,10,26,38.5,0.00%,0,0,-
Brice Johnson,MEM ,23,17,12,100%,14,25,56,56,96.00%,14,24,58.3,4.00%,0,1,0
Kenneth Faried,DEN ,28,19,13,100%,10,25,40,40,100%,10,25,40,0.00%,0,0,-
Gary Payton II,LAL ,25,15,10,100%,8,25,32,38,64.00%,5,16,31.3,36.00%,3,9,33.3
Rodney McGruder,MIA ,26,14,11,100%,15,24,62.5,72.9,54.20%,10,13,76.9,45.80%,5,11,45.5
Jordan Mickey,MIA ,23,19,14,100%,10,24,41.7,43.8,75.00%,9,18,50,25.00%,1,6,16.7
Brandon Jennings,MIL ,28,12,10,100%,9,24,37.5,41.7,54.20%,7,13,53.8,45.80%,2,11,18.2
Meyers Leonard,POR ,26,18,9,100%,17,23,73.9,84.8,73.90%,12,17,70.6,26.10%,5,6,83.3
Georgios Papagiannis,POR ,20,14,9,100%,10,23,43.5,43.5,100%,10,23,43.5,0.00%,0,0,-
Travis Wear,LAL ,27,16,12,100%,7,23,30.4,39.1,47.80%,3,11,27.3,52.20%,4,12,33.3
Zhou Qi,HOU ,22,18,13,100%,5,23,21.7,26.1,39.10%,3,9,33.3,60.90%,2,14,14.3
Damien Wilkins,IND ,38,19,14,100%,5,23,21.7,21.7,56.50%,5,13,38.5,43.50%,0,10,0
Johnathan Motley,DAL ,23,10,9,100%,11,22,50,52.3,81.80%,10,18,55.6,18.20%,1,4,25
Caleb Swanigan,POR ,21,21,11,100%,10,22,45.5,47.7,81.80%,9,18,50,18.20%,1,4,25
Lorenzo Brown,TOR ,27,11,8,100%,10,22,45.5,47.7,63.60%,9,14,64.3,36.40%,1,8,12.5
Ryan Arcidiacono,CHI ,24,20,13,100%,9,22,40.9,52.3,27.30%,4,6,66.7,72.70%,5,16,31.3
Guerschon Yabusele,BOS ,22,23,16,100%,8,22,36.4,40.9,36.40%,6,8,75,63.60%,2,14,14.3
Willie Reed,DET ,28,25,13,100%,18,21,85.7,85.7,100%,18,21,85.7,0.00%,0,0,-
Timofey Mozgov,BKN ,31,16,12,100%,13,21,61.9,64.3,81.00%,12,17,70.6,19.00%,1,4,25
Furkan Korkmaz,PHI ,20,14,10,100%,6,21,28.6,38.1,38.10%,2,8,25,61.90%,4,13,30.8
Brandan Wright,HOU ,30,21,11,100%,12,20,60,60,100%,12,20,60,0.00%,0,0,-
Patrick Beverley,LAC ,29,9,9,100%,9,20,45,55,55.00%,5,11,45.5,45.00%,4,9,44.4
Alex Poythress,IND ,24,19,13,100%,9,20,45,55,50.00%,5,10,50,50.00%,4,10,40
Glenn Robinson III,IND ,24,18,10,100%,6,20,30,42.5,40.00%,1,8,12.5,60.00%,5,12,41.7
JaKarr Sampson,SAC ,25,18,12,100%,12,19,63.2,68.4,78.90%,10,15,66.7,21.10%,2,4,50
Andre Roberson,OKC ,26,26,13,100%,11,19,57.9,65.8,68.40%,8,13,61.5,31.60%,3,6,50
Isaiah Hicks,NYK ,23,14,9,100%,10,19,52.6,52.6,94.70%,10,18,55.6,5.30%,0,1,0
Quincy Pondexter,CHI ,30,19,8,100%,9,19,47.4,55.3,47.40%,6,9,66.7,52.60%,3,10,30
Rashad Vaughn,ORL ,21,24,11,100%,9,19,47.4,57.9,36.80%,5,7,71.4,63.20%,4,12,33.3
Darrell Arthur,DEN ,30,11,8,100%,8,19,42.1,52.6,47.40%,4,9,44.4,52.60%,4,10,40
Ron Baker,NYK ,25,27,12,100%,5,19,26.3,31.6,63.20%,3,12,25,36.80%,2,7,28.6
Andrew White III,ATL ,24,14,10,100%,5,19,26.3,34.2,21.10%,2,4,50,78.90%,3,15,20
Derrick White,SAS ,23,15,8,100%,9,18,50,69.4,44.40%,2,8,25,55.60%,7,10,70
Iman Shumpert,SAC ,27,10,7,100%,9,18,50,58.3,66.70%,6,12,50,33.30%,3,6,50
Dorian Finney-Smith,DAL ,25,13,7,100%,8,18,44.4,55.6,38.90%,4,7,57.1,61.10%,4,11,36.4
Aaron Harrison,DAL ,23,9,9,100%,6,18,33.3,36.1,38.90%,5,7,71.4,61.10%,1,11,9.1
Larry Drew II,NOP ,28,7,7,100%,5,18,27.8,33.3,72.20%,3,13,23.1,27.80%,2,5,40
Salah Mejri,DAL ,31,31,12,100%,11,17,64.7,64.7,88.20%,11,15,73.3,11.80%,0,2,0
Bruno Caboclo,SAC ,22,10,7,100%,7,17,41.2,47.1,41.20%,5,7,71.4,58.80%,2,10,20
Jonathan Gibson,BOS ,30,4,4,100%,11,16,68.8,84.4,43.80%,6,7,85.7,56.30%,5,9,55.6
Nerlens Noel,DAL ,24,21,10,100%,10,16,62.5,62.5,100%,10,16,62.5,0.00%,0,0,-
Josh Gray,PHX ,24,5,4,100%,4,16,25,28.1,62.50%,3,10,30,37.50%,1,6,16.7
Jamil Wilson,LAC ,27,11,8,100%,3,16,18.8,28.1,18.80%,0,3,0,81.30%,3,13,23.1
Alfonzo McKinnie,TOR ,25,14,7,100%,8,15,53.3,63.3,40.00%,5,6,83.3,60.00%,3,9,33.3
Jordan Crawford,NOP ,29,5,5,100%,6,15,40,53.3,46.70%,2,7,28.6,53.30%,4,8,50
Jeff Withey,DAL ,28,9,9,100%,6,15,40,46.7,33.30%,4,5,80,66.70%,2,10,20
Thomas Bryant,LAL ,20,14,9,100%,6,15,40,43.3,46.70%,5,7,71.4,53.30%,1,8,12.5
Nick Collison,OKC ,37,10,6,100%,10,14,71.4,71.4,100%,10,14,71.4,0.00%,0,0,-
D.J. Wilson,MIL ,22,17,7,100%,9,14,64.3,71.4,78.60%,7,11,63.6,21.40%,2,3,66.7
Derrick Jones Jr.,MIA ,21,13,7,100%,7,14,50,53.6,64.30%,6,9,66.7,35.70%,1,5,20
Xavier Rathan-Mayes,MEM ,24,5,4,100%,6,14,42.9,42.9,64.30%,6,9,66.7,35.70%,0,5,0
Emeka Okafor,NOP ,35,12,10,100%,6,14,42.9,42.9,100%,6,14,42.9,0.00%,0,0,-
Udonis Haslem,MIA ,37,10,8,100%,3,14,21.4,25,42.90%,2,6,33.3,57.10%,1,8,12.5
Dakari Johnson,OKC ,22,22,9,100%,9,13,69.2,69.2,100%,9,13,69.2,0.00%,0,0,-
Richard Jefferson,DEN ,37,18,9,100%,6,13,46.2,53.8,61.50%,4,8,50,38.50%,2,5,40
Cole Aldrich,MIN ,29,20,9,100%,5,13,38.5,38.5,100%,5,13,38.5,0.00%,0,0,-
Gian Clavell,DAL ,24,6,5,100%,5,13,38.5,57.7,7.70%,0,1,0,92.30%,5,12,41.7
Marcus Paige,CHA ,24,5,5,100%,4,13,30.8,38.5,38.50%,2,5,40,61.50%,2,8,25
James Webb III,BKN ,24,9,7,100%,3,13,23.1,30.8,30.80%,1,4,25,69.20%,2,9,22.2
Charles Cooke,NOP ,23,13,9,100%,2,13,15.4,19.2,38.50%,1,5,20,61.50%,1,8,12.5
Damian Jones,GSW ,22,13,5,100%,7,12,58.3,58.3,100%,7,12,58.3,0.00%,0,0,-
Demetrius Jackson,PHI ,23,13,8,100%,6,12,50,54.2,66.70%,5,8,62.5,33.30%,1,4,25
Mirza Teletovic,MIL ,32,6,4,100%,6,12,50,70.8,25.00%,1,3,33.3,75.00%,5,9,55.6
RJ Hunter,HOU ,24,5,3,100%,5,12,41.7,50,33.30%,3,4,75,66.70%,2,8,25
Darrun Hilliard,SAS ,25,11,8,100%,5,12,41.7,41.7,66.70%,5,8,62.5,33.30%,0,4,0
Kadeem Allen,BOS ,25,17,7,100%,5,12,41.7,41.7,58.30%,5,7,71.4,41.70%,0,5,0
Zaza Pachulia,GSW ,34,12,8,100%,7,11,63.6,63.6,100%,7,11,63.6,0.00%,0,0,-
Josh Magette,ATL ,28,16,9,100%,4,11,36.4,45.5,63.60%,2,7,28.6,36.40%,2,4,50
Briante Weber,MEM ,25,17,6,100%,4,11,36.4,50,54.50%,1,6,16.7,45.50%,3,5,60
Malcolm Miller,TOR ,25,10,5,100%,4,11,36.4,45.5,27.30%,2,3,66.7,72.70%,2,8,25
Georges Niang,UTA ,24,9,6,100%,4,10,40,40,60.00%,4,6,66.7,40.00%,0,4,0
Tony Bradley,UTA ,20,9,7,100%,3,10,30,30,90.00%,3,9,33.3,10.00%,0,1,0
Kawhi Leonard,SAS ,26,5,4,100%,5,9,55.6,61.1,77.80%,4,7,57.1,22.20%,1,2,50
Daniel Hamilton,OKC ,22,6,4,100%,4,9,44.4,55.6,44.40%,2,4,50,55.60%,2,5,40
