name,team,age,gp,g,fgfreq,fgm,fga,fgp,efgp,2fgfreq,2fgm,2fga,2fgp,3pfreq,3pm,3pa,3pp
J.J. Barea,DAL ,33,65,62,100%,87,196,44.4,52.3,51.00%,56,100,56,49.00%,31,96,32.3
Chris Paul,HOU ,33,57,57,100%,99,195,50.8,59.5,57.40%,65,112,58,42.60%,34,83,41
Nikola Jokic,DEN ,23,65,61,100%,89,195,45.6,50.3,71.30%,71,139,51.1,28.70%,18,56,32.1
Kyle Korver,CLE ,37,68,64,100%,89,192,46.4,65.1,15.60%,17,30,56.7,84.40%,72,162,44.4
Marc Gasol,MEM ,33,64,55,100%,70,191,36.6,42.1,57.60%,49,110,44.5,42.40%,21,81,25.9
Ben Simmons,PHI ,21,73,65,100%,113,190,59.5,59.5,98.90%,113,188,60.1,1.10%,0,2,0
Dennis Schroder,ATL ,24,54,52,100%,93,190,48.9,51.1,81.60%,85,155,54.8,18.40%,8,35,22.9
Dennis Smith Jr.,DAL ,20,64,55,100%,88,185,47.6,54.1,61.60%,64,114,56.1,38.40%,24,71,33.8
Nick Young,GSW ,32,69,63,100%,74,185,40,50,35.70%,37,66,56.1,64.30%,37,119,31.1
Kevin Durant,GSW ,29,56,53,100%,97,183,53,62.8,59.00%,61,108,56.5,41.00%,36,75,48
Andrew Wiggins,MIN ,23,79,66,100%,82,182,45.1,51.4,65.90%,59,120,49.2,34.10%,23,62,37.1
Caris LeVert,BKN ,23,66,62,100%,86,181,47.5,53,63.50%,66,115,57.4,36.50%,20,66,30.3
Malik Monk,CHA ,20,56,51,100%,68,180,37.8,48.3,35.60%,30,64,46.9,64.40%,38,116,32.8
Rodney Hood,CLE ,25,53,50,100%,73,179,40.8,46.9,57.50%,51,103,49.5,42.50%,22,76,28.9
Taurean Prince,ATL ,24,66,55,100%,93,177,52.5,63.6,48.60%,54,86,62.8,51.40%,39,91,42.9
Cory Joseph,IND ,26,81,70,100%,83,177,46.9,53.4,61.00%,60,108,55.6,39.00%,23,69,33.3
JJ Redick,PHI ,33,63,61,100%,82,177,46.3,58.2,42.40%,40,75,53.3,57.60%,42,102,41.2
Robert Covington,PHI ,27,72,64,100%,70,177,39.5,49.4,36.20%,35,64,54.7,63.80%,35,113,31
Denzel Valentine,CHI ,24,70,61,100%,73,176,41.5,50.3,48.90%,42,86,48.8,51.10%,31,90,34.4
Jeff Green,CLE ,31,74,66,100%,83,175,47.4,52,63.40%,67,111,60.4,36.60%,16,64,25
Trey Lyles,DEN ,22,70,60,100%,99,174,56.9,63.5,67.20%,76,117,65,32.80%,23,57,40.4
Kristaps Porzingis,NYK ,22,42,40,100%,80,174,46,51.4,76.40%,61,133,45.9,23.60%,19,41,46.3
Goran Dragic,MIA ,32,62,56,100%,75,173,43.4,48.8,69.40%,56,120,46.7,30.60%,19,53,35.8
Kelly Olynyk,MIA ,27,68,56,100%,98,171,57.3,64.9,59.10%,72,101,71.3,40.90%,26,70,37.1
CJ Miles,TOR ,31,66,61,100%,72,171,42.1,57,21.60%,21,37,56.8,78.40%,51,134,38.1
Ish Smith,DET ,29,75,64,100%,88,170,51.8,54.7,86.50%,78,147,53.1,13.50%,10,23,43.5
Carmelo Anthony,OKC ,33,66,61,100%,66,170,38.8,45.6,50.60%,43,86,50,49.40%,23,84,27.4
Jayson Tatum,BOS ,20,71,62,100%,97,169,57.4,63.6,74.60%,76,126,60.3,25.40%,21,43,48.8
David West,GSW ,37,72,67,100%,97,169,57.4,58,97.00%,95,164,57.9,3.00%,2,5,40
Delon Wright,TOR ,26,65,61,100%,82,169,48.5,56.5,59.80%,55,101,54.5,40.20%,27,68,39.7
Bryn Forbes,SAS ,24,75,65,100%,76,169,45,53.6,54.40%,47,92,51.1,45.60%,29,77,37.7
Montrezl Harrell,LAC ,24,71,63,100%,115,168,68.5,68.5,99.40%,115,167,68.9,0.60%,0,1,0
De'Aaron Fox,SAC ,20,59,53,100%,83,168,49.4,52.1,83.90%,74,141,52.5,16.10%,9,27,33.3
Dirk Nowitzki,DAL ,39,67,63,100%,81,168,48.2,60.1,47.60%,41,80,51.3,52.40%,40,88,45.5
Kent Bazemore,ATL ,28,57,56,100%,77,168,45.8,55.7,51.80%,44,87,50.6,48.20%,33,81,40.7
Pascal Siakam,TOR ,24,80,67,100%,90,167,53.9,55.7,72.50%,84,121,69.4,27.50%,6,46,13
Blake Griffin,DET ,29,50,50,100%,72,166,43.4,49.1,68.10%,53,113,46.9,31.90%,19,53,35.8
Kyle Lowry,TOR ,32,60,56,100%,76,165,46.1,58.5,40.00%,35,66,53,60.00%,41,99,41.4
Andre Drummond,DET ,24,70,58,100%,99,164,60.4,60.4,100%,99,164,60.4,0.00%,0,0,-
Jonathon Simmons,ORL ,28,63,55,100%,82,164,50,54.3,71.30%,68,117,58.1,28.70%,14,47,29.8
Jodie Meeks,WAS ,30,68,56,100%,72,162,44.4,54.9,42.00%,38,68,55.9,58.00%,34,94,36.2
Shabazz Napier,POR ,26,71,65,100%,77,160,48.1,55.6,60.00%,53,96,55.2,40.00%,24,64,37.5
Dejounte Murray,SAS ,21,76,64,100%,77,160,48.1,49.4,95.00%,73,152,48,5.00%,4,8,50
E'Twaun Moore,NOP ,29,72,61,100%,88,159,55.3,61.3,66.00%,69,105,65.7,34.00%,19,54,35.2
Marco Belinelli,PHI ,32,73,65,100%,75,159,47.2,58.8,41.50%,38,66,57.6,58.50%,37,93,39.8
Bogdan Bogdanovic,SAC ,25,62,54,100%,70,158,44.3,53.2,51.30%,42,81,51.9,48.70%,28,77,36.4
Dillon Brooks,MEM ,22,72,62,100%,70,158,44.3,51.6,60.80%,47,96,49,39.20%,23,62,37.1
Gary Harris,DEN ,23,61,57,100%,66,158,41.8,49.7,48.70%,41,77,53.2,51.30%,25,81,30.9
Tobias Harris,LAC ,25,68,62,100%,77,157,49,58,59.90%,49,94,52.1,40.10%,28,63,44.4
Nikola Mirotic,NOP ,27,49,45,100%,77,157,49,62.7,35.00%,34,55,61.8,65.00%,43,102,42.2
D'Angelo Russell,BKN ,22,40,38,100%,66,157,42,49,54.10%,44,85,51.8,45.90%,22,72,30.6
Domantas Sabonis,IND ,22,72,61,100%,90,153,58.8,60.1,94.80%,86,145,59.3,5.20%,4,8,50
Mike Scott,WAS ,29,71,62,100%,81,151,53.6,59.6,68.90%,63,104,60.6,31.10%,18,47,38.3
Bojan Bogdanovic,IND ,29,70,61,100%,81,151,53.6,66.2,39.70%,43,60,71.7,60.30%,38,91,41.8
Joe Harris,BKN ,26,77,68,100%,78,150,52,65,34.00%,39,51,76.5,66.00%,39,99,39.4
Evan Fournier,ORL ,25,49,45,100%,60,150,40,49.3,42.00%,32,63,50.8,58.00%,28,87,32.2
Willie Cauley-Stein,SAC ,24,63,55,100%,90,149,60.4,61.1,97.30%,88,145,60.7,2.70%,2,4,50
Patty Mills,SAS ,29,72,61,100%,65,149,43.6,56.7,31.50%,26,47,55.3,68.50%,39,102,38.2
Allen Crabbe,BKN ,26,67,56,100%,64,149,43,55,30.20%,28,45,62.2,69.80%,36,104,34.6
Frank Ntilikina,NYK ,19,72,60,100%,55,149,36.9,42.3,67.10%,39,100,39,32.90%,16,49,32.7
Al Horford,BOS ,31,59,53,100%,75,148,50.7,59.5,59.50%,49,88,55.7,40.50%,26,60,43.3
Ian Clark,NOP ,27,67,58,100%,65,148,43.9,49.3,59.50%,49,88,55.7,40.50%,16,60,26.7
Jerian Grant,CHI ,25,66,57,100%,60,148,40.5,50,45.30%,32,67,47.8,54.70%,28,81,34.6
Tim Hardaway Jr.,NYK ,26,50,44,100%,57,147,38.8,48,46.90%,30,69,43.5,53.10%,27,78,34.6
Dario Saric,PHI ,24,70,62,100%,59,146,40.4,51,43.80%,28,64,43.8,56.20%,31,82,37.8
Austin Rivers,LAC ,25,55,46,100%,71,145,49,59,51.00%,42,74,56.8,49.00%,29,71,40.8
Julius Randle,LAL ,23,69,61,100%,96,144,66.7,68.1,88.90%,92,128,71.9,11.10%,4,16,25
Anthony Tolliver,DET ,32,75,62,100%,61,143,42.7,57,23.80%,20,34,58.8,76.20%,41,109,37.6
Jerami Grant,OKC ,24,79,62,100%,87,142,61.3,65.8,73.90%,74,105,70.5,26.10%,13,37,35.1
Luke Kennard,DET ,21,69,55,100%,72,141,51.1,59.9,55.30%,47,78,60.3,44.70%,25,63,39.7
Kentavious Caldwell-Pope,LAL ,25,61,50,100%,63,141,44.7,55.7,46.10%,32,65,49.2,53.90%,31,76,40.8
Reggie Jackson,DET ,28,37,37,100%,63,141,44.7,47.5,74.50%,55,105,52.4,25.50%,8,36,22.2
Emmanuel Mudiay,NYK ,22,54,46,100%,61,141,43.3,48.6,70.90%,46,100,46,29.10%,15,41,36.6
Jusuf Nurkic,POR ,23,65,57,100%,76,139,54.7,54.7,100%,76,139,54.7,0.00%,0,0,-
Doug McDermott,DAL ,26,76,61,100%,70,136,51.5,60.3,57.40%,46,78,59,42.60%,24,58,41.4
Ersan Ilyasova,PHI ,31,60,52,100%,67,136,49.3,57.4,57.40%,45,78,57.7,42.60%,22,58,37.9
Darius Miller,NOP ,28,71,56,100%,64,136,47.1,64,23.50%,18,32,56.3,76.50%,46,104,44.2
Shelvin Mack,ORL ,28,65,55,100%,62,136,45.6,50.7,66.90%,48,91,52.7,33.10%,14,45,31.1
Frank Mason,SAC ,24,49,46,100%,57,136,41.9,48.2,75.00%,40,102,39.2,25.00%,17,34,50
Malcolm Brogdon,MIL ,25,43,40,100%,69,134,51.5,56.3,69.40%,56,93,60.2,30.60%,13,41,31.7
James Johnson,MIA ,31,62,52,100%,74,131,56.5,61.8,70.20%,60,92,65.2,29.80%,14,39,35.9
Kris Dunn,CHI ,24,44,40,100%,68,131,51.9,56.5,76.30%,56,100,56,23.70%,12,31,38.7
Marreese Speights,ORL ,30,42,38,100%,48,131,36.6,48.5,29.00%,17,38,44.7,71.00%,31,93,33.3
Draymond Green,GSW ,28,60,52,100%,66,129,51.2,58.9,55.00%,46,71,64.8,45.00%,20,58,34.5
Rudy Gay,SAS ,31,50,46,100%,60,129,46.5,50,73.60%,51,95,53.7,26.40%,9,34,26.5
Lauri Markkanen,CHI ,21,52,48,100%,54,129,41.9,52.7,41.10%,26,53,49.1,58.90%,28,76,36.8
Trevor Ariza,HOU ,32,64,56,100%,49,129,38,52.7,16.30%,11,21,52.4,83.70%,38,108,35.2
Gerald Green,HOU ,32,39,35,100%,48,129,37.2,49.2,30.20%,17,39,43.6,69.80%,31,90,34.4
Wesley Matthews,DAL ,31,57,51,100%,47,129,36.4,48.4,33.30%,16,43,37.2,66.70%,31,86,36
Troy Daniels,PHX ,26,69,54,100%,48,128,37.5,52.7,19.50%,9,25,36,80.50%,39,103,37.9
Thaddeus Young,IND ,29,68,49,100%,62,127,48.8,53.1,74.80%,51,95,53.7,25.20%,11,32,34.4
Tyler Johnson,MIA ,26,62,53,100%,51,126,40.5,50,46.80%,27,59,45.8,53.20%,24,67,35.8
Trey Burke,NYK ,25,34,32,100%,68,124,54.8,61.7,67.70%,51,84,60.7,32.30%,17,40,42.5
John Wall,WAS ,27,36,34,100%,50,124,40.3,45.6,68.50%,37,85,43.5,31.50%,13,39,33.3
Rondae Hollis-Jefferson,BKN ,23,56,43,100%,61,123,49.6,50,93.50%,60,115,52.2,6.50%,1,8,12.5
Brandon Ingram,LAL ,20,54,47,100%,61,123,49.6,51.6,84.60%,56,104,53.8,15.40%,5,19,26.3
Tyler Dorsey,ATL ,22,51,45,100%,60,123,48.8,61.8,47.20%,28,58,48.3,52.80%,32,65,49.2
Aaron Gordon,ORL ,22,46,42,100%,49,123,39.8,45.5,48.80%,35,60,58.3,51.20%,14,63,22.2
Sean Kilpatrick,CHI ,28,42,34,100%,50,122,41,50.4,49.20%,27,60,45,50.80%,23,62,37.1
Derrick Favors,UTA ,26,69,52,100%,82,121,67.8,68.2,95.00%,81,115,70.4,5.00%,1,6,16.7
Alec Burks,UTA ,26,53,43,100%,64,121,52.9,61.6,57.90%,43,70,61.4,42.10%,21,51,41.2
Isaiah Taylor,ATL ,23,65,46,100%,60,121,49.6,51.2,83.50%,56,101,55.4,16.50%,4,20,20
Norman Powell,TOR ,25,55,44,100%,54,121,44.6,49.6,56.20%,42,68,61.8,43.80%,12,53,22.6
DeMarre Carroll,BKN ,31,63,56,100%,55,120,45.8,57.1,41.70%,28,50,56,58.30%,27,70,38.6
Joe Ingles,UTA ,30,75,58,100%,52,120,43.3,57.1,27.50%,19,33,57.6,72.50%,33,87,37.9
Jeff Teague,MIN ,29,64,55,100%,52,120,43.3,49.2,64.20%,38,77,49.4,35.80%,14,43,32.6
Langston Galloway,DET ,26,49,43,100%,48,120,40,51.7,27.50%,20,33,60.6,72.50%,28,87,32.2
John Collins,ATL ,20,68,54,100%,75,119,63,64.7,89.90%,71,107,66.4,10.10%,4,12,33.3
Clint Capela,HOU ,24,68,55,100%,86,117,73.5,73.5,100%,86,117,73.5,0.00%,0,0,-
Ricky Rubio,UTA ,27,70,54,100%,51,117,43.6,50.9,61.50%,34,72,47.2,38.50%,17,45,37.8
Davis Bertans,SAS ,25,71,52,100%,54,116,46.6,59.9,29.30%,23,34,67.6,70.70%,31,82,37.8
Tyler Ulis,PHX ,22,54,43,100%,50,115,43.5,47.8,70.40%,40,81,49.4,29.60%,10,34,29.4
Dwight Powell,DAL ,26,73,57,100%,73,114,64,66.7,82.50%,67,94,71.3,17.50%,6,20,30
Elfrid Payton,PHX ,24,49,45,100%,63,113,55.8,58.8,80.50%,56,91,61.5,19.50%,7,22,31.8
Nemanja Bjelica,MIN ,30,61,46,100%,57,113,50.4,61.1,48.70%,33,55,60,51.30%,24,58,41.4
Otto Porter Jr.,WAS ,24,62,50,100%,51,111,45.9,55.4,58.60%,30,65,46.2,41.40%,21,46,45.7
Marcus Morris,BOS ,28,47,42,100%,50,111,45,52.3,61.30%,34,68,50,38.70%,16,43,37.2
Mario Chalmers,MEM ,32,51,42,100%,44,111,39.6,48.6,46.80%,24,52,46.2,53.20%,20,59,33.9
Al-Farouq Aminu,POR ,27,57,44,100%,37,111,33.3,43.7,28.80%,14,32,43.8,71.20%,23,79,29.1
Courtney Lee,NYK ,32,56,47,100%,53,110,48.2,57.3,57.30%,33,63,52.4,42.70%,20,47,42.6
Josh Hart,LAL ,23,63,45,100%,52,110,47.3,58.2,43.60%,28,48,58.3,56.40%,24,62,38.7
Justise Winslow,MIA ,22,57,44,100%,49,109,45,50,70.60%,38,77,49.4,29.40%,11,32,34.4
Jakob Poeltl,TOR ,22,75,52,100%,80,108,74.1,74.5,98.10%,79,106,74.5,1.90%,1,2,50
David Nwaba,CHI ,25,64,48,100%,66,108,61.1,61.6,90.70%,65,98,66.3,9.30%,1,10,10
D.J. Augustin,ORL ,30,58,44,100%,47,107,43.9,57,31.80%,19,34,55.9,68.20%,28,73,38.4
Dragan Bender,PHX ,20,76,54,100%,44,107,41.1,54.2,29.00%,16,31,51.6,71.00%,28,76,36.8
Danny Green,SAS ,30,53,45,100%,39,106,36.8,49.1,35.80%,13,38,34.2,64.20%,26,68,38.2
Jaylen Brown,BOS ,21,51,45,100%,58,105,55.2,63.8,57.10%,40,60,66.7,42.90%,18,45,40
Skal Labissiere,SAC ,22,44,38,100%,55,104,52.9,55.8,88.50%,49,92,53.3,11.50%,6,12,50
Jae Crowder,UTA ,27,54,43,100%,45,100,45,52,50.00%,31,50,62,50.00%,14,50,28
Mike James,NOP ,27,32,30,100%,45,100,45,49,70.00%,37,70,52.9,30.00%,8,30,26.7
Justin Holiday,CHI ,29,49,40,100%,39,100,39,50.5,34.00%,16,34,47.1,66.00%,23,66,34.8
Nikola Vucevic,ORL ,27,46,41,100%,53,99,53.5,58.1,71.70%,44,71,62,28.30%,9,28,32.1
Ben McLemore,MEM ,25,45,35,100%,42,99,42.4,49.5,53.50%,28,53,52.8,46.50%,14,46,30.4
Stanley Johnson,DET ,21,55,46,100%,36,99,36.4,40.9,55.60%,27,55,49.1,44.40%,9,44,20.5
Sam Dekker,LAC ,24,61,45,100%,54,98,55.1,56.6,75.50%,51,74,68.9,24.50%,3,24,12.5
PJ Tucker,HOU ,33,76,55,100%,38,98,38.8,52.6,25.50%,11,25,44,74.50%,27,73,37
Marcus Smart,BOS ,24,50,40,100%,32,98,32.7,40.3,49.00%,17,48,35.4,51.00%,15,50,30
Andrew Harrison,MEM ,23,47,40,100%,46,97,47.4,54.6,58.80%,32,57,56.1,41.20%,14,40,35
Jarell Martin,MEM ,24,61,45,100%,45,97,46.4,52.6,69.10%,33,67,49.3,30.90%,12,30,40
Markieff Morris,WAS ,28,45,41,100%,48,96,50,52.6,72.90%,43,70,61.4,27.10%,5,26,19.2
James Ennis III,DET ,27,61,49,100%,45,96,46.9,54.7,56.30%,30,54,55.6,43.80%,15,42,35.7
Pau Gasol,SAS ,37,61,48,100%,42,96,43.8,45.3,80.20%,39,77,50.6,19.80%,3,19,15.8
JaMychal Green,MEM ,27,46,38,100%,47,95,49.5,53.7,72.60%,39,69,56.5,27.40%,8,26,30.8
Devin Harris,DEN ,35,63,49,100%,47,95,49.5,60.5,50.50%,26,48,54.2,49.50%,21,47,44.7
Wilson Chandler,DEN ,31,61,43,100%,40,95,42.1,47.9,62.10%,29,59,49.2,37.90%,11,36,30.6
Shaun Livingston,GSW ,32,63,48,100%,49,94,52.1,52.1,100%,49,94,52.1,0.00%,0,0,-
T.J. McConnell,PHI ,26,69,49,100%,47,94,50,52.7,86.20%,42,81,51.9,13.80%,5,13,38.5
Tomas Satoransky,WAS ,26,66,51,100%,52,93,55.9,62.9,73.10%,39,68,57.4,26.90%,13,25,52
Pat Connaughton,POR ,25,76,47,100%,45,93,48.4,55.9,50.50%,31,47,66,49.50%,14,46,30.4
Avery Bradley,LAC ,27,40,34,100%,42,93,45.2,55.4,48.40%,23,45,51.1,51.60%,19,48,39.6
Isaiah Thomas,LAL ,29,25,25,100%,38,93,40.9,46.2,53.80%,28,50,56,46.20%,10,43,23.3
JR Smith,CLE ,32,58,43,100%,36,93,38.7,48.4,40.90%,18,38,47.4,59.10%,18,55,32.7
Royce O'Neale,UTA ,24,64,42,100%,36,93,38.7,47.8,48.40%,19,45,42.2,51.60%,17,48,35.4
Dewayne Dedmon,ATL ,28,55,44,100%,53,92,57.6,62.5,75.00%,44,69,63.8,25.00%,9,23,39.1
Darren Collison,IND ,30,51,38,100%,44,92,47.8,54.3,62.00%,32,57,56.1,38.00%,12,35,34.3
Evan Turner,POR ,29,62,46,100%,43,91,47.3,50,76.90%,38,70,54.3,23.10%,5,21,23.8
Patrick Patterson,OKC ,29,77,56,100%,40,91,44,59.3,29.70%,12,27,44.4,70.30%,28,64,43.8
Nicolas Batum,CHA ,29,50,40,100%,35,91,38.5,46.7,45.10%,20,41,48.8,54.90%,15,50,30
Manu Ginobili,SAS ,40,50,37,100%,47,90,52.2,60.6,52.20%,32,47,68.1,47.80%,15,43,34.9
Garrett Temple,SAC ,32,49,39,100%,40,90,44.4,57.2,41.10%,17,37,45.9,58.90%,23,53,43.4
Dwight Howard,CHA ,32,65,48,100%,53,89,59.6,59.6,96.60%,53,86,61.6,3.40%,0,3,0
Damyean Dotson,NYK ,24,36,31,100%,43,89,48.3,57.9,53.90%,26,48,54.2,46.10%,17,41,41.5
Justin Jackson,SAC ,23,52,39,100%,42,89,47.2,55.1,52.80%,28,47,59.6,47.20%,14,42,33.3
Tyus Jones,MIN ,22,80,49,100%,41,89,46.1,55.1,56.20%,25,50,50,43.80%,16,39,41
Ryan Anderson,HOU ,30,52,36,100%,40,89,44.9,57.9,36.00%,17,32,53.1,64.00%,23,57,40.4
Andre Iguodala,GSW ,34,58,45,100%,38,88,43.2,46,55.70%,33,49,67.3,44.30%,5,39,12.8
Stephen Curry,GSW ,30,33,31,100%,41,87,47.1,58.6,37.90%,21,33,63.6,62.10%,20,54,37
Jarrett Allen,BKN ,20,57,46,100%,55,86,64,65.1,94.20%,53,81,65.4,5.80%,2,5,40
Kyle Anderson,SAS ,24,65,44,100%,49,86,57,57.6,87.20%,48,75,64,12.80%,1,11,9.1
Gorgui Dieng,MIN ,28,71,42,100%,45,86,52.3,54.1,84.90%,42,73,57.5,15.10%,3,13,23.1
Dion Waiters,MIA ,26,22,21,100%,38,86,44.2,51.2,54.70%,26,47,55.3,45.30%,12,39,30.8
Lonzo Ball,LAL ,20,44,39,100%,28,86,32.6,40.1,41.90%,15,36,41.7,58.10%,13,50,26
Rajon Rondo,NOP ,32,44,36,100%,42,85,49.4,53.5,71.80%,35,61,57.4,28.20%,7,24,29.2
Jonas Jerebko,UTA ,31,55,43,100%,37,85,43.5,53.5,52.90%,20,45,44.4,47.10%,17,40,42.5
Quincy Acy,BKN ,27,59,49,100%,32,85,37.6,50.6,20.00%,10,17,58.8,80.00%,22,68,32.4
Alex Abrines,OKC ,24,61,45,100%,38,84,45.2,62.5,19.00%,9,16,56.3,81.00%,29,68,42.6
Mike Muscala,ATL ,26,51,41,100%,44,83,53,66.9,39.80%,21,33,63.6,60.20%,23,50,46
Serge Ibaka,TOR ,28,48,37,100%,39,83,47,49.4,75.90%,35,63,55.6,24.10%,4,20,20
Joe Johnson,HOU ,36,50,37,100%,35,83,42.2,47,59.00%,27,49,55.1,41.00%,8,34,23.5
Shane Larkin,BOS ,25,45,33,100%,34,83,41,46.4,53.00%,25,44,56.8,47.00%,9,39,23.1
Steven Adams,OKC ,24,65,45,100%,58,82,70.7,70.7,100%,58,82,70.7,0.00%,0,0,-
